SaleID,Customer ID,SaleDate,Invoice Date,Payment Date,Invoice Amount,Payment Amount,Due Date,QuantitySold,UnitPrice,TransactionID,TransactionDate,TransactionType,Amount,Category,Description,DaysToCollect,DaysToPay,DaysToCollect_avg_DSO,DaysToPay_avg_DPO,InventoryTurnover
SALE00168,CUST021,2023-06-17,2023-04-02,2023-10-16,89729.16,79997.27,2023-07-09,60,24.4,TXN00168,2023-06-17,Cash Inflow,129780,Investing Activities,Transaction 168,197,197,197.0,197.0,60
SALE00485,CUST021,2024-04-29,2023-04-02,2023-10-16,89729.16,79997.27,2023-07-09,345,317.7,TXN00485,2024-04-29,Cash Inflow,221835,Operating Activities,Transaction 485,197,197,197.0,197.0,345
SALE00549,CUST021,2024-07-02,2023-04-02,2023-10-16,89729.16,79997.27,2023-07-09,210,364.92,TXN00549,2024-07-02,Cash Outflow,293475,Financing Activities,Transaction 549,197,197,197.0,197.0,210
SALE00642,CUST021,2024-10-03,2023-04-02,2023-10-16,89729.16,79997.27,2023-07-09,675,448.95,TXN00642,2024-10-03,Cash Outflow,237255,Operating Activities,Transaction 642,197,197,197.0,197.0,675
SALE00656,CUST021,2024-10-17,2023-04-02,2023-10-16,89729.16,79997.27,2023-07-09,600,194.24,TXN00656,2024-10-17,Cash Inflow,64650,Financing Activities,Transaction 656,197,197,197.0,197.0,600
SALE00665,CUST021,2024-10-26,2023-04-02,2023-10-16,89729.16,79997.27,2023-07-09,360,496.28,TXN00665,2024-10-26,Cash Inflow,279825,Financing Activities,Transaction 665,197,197,197.0,197.0,360
SALE00727,CUST021,2024-12-27,2023-04-02,2023-10-16,89729.16,79997.27,2023-07-09,225,256.0,TXN00727,2024-12-27,Cash Inflow,77625,Financing Activities,Transaction 727,197,197,197.0,197.0,225
SALE00926,CUST021,2025-07-14,2023-04-02,2023-10-16,89729.16,79997.27,2023-07-09,600,303.08,TXN00926,2025-07-14,Cash Inflow,103020,Investing Activities,Transaction 926,197,197,197.0,197.0,600
SALE00999,CUST021,2025-09-25,2023-04-02,2023-10-16,89729.16,79997.27,2023-07-09,330,210.07,TXN00999,2025-09-25,Cash Outflow,234600,Financing Activities,Transaction 999,197,197,197.0,197.0,330
SALE00029,CUST013,2023-01-29,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,180,414.7,TXN00029,2023-01-29,Cash Outflow,55212,Financing Activities,Transaction 29,-29,-29,-29.0,-29.0,180
SALE00094,CUST013,2023-04-04,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,30,19.0,TXN00094,2023-04-04,Cash Outflow,89328,Investing Activities,Transaction 94,-29,-29,-29.0,-29.0,30
SALE00210,CUST013,2023-07-29,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,222,338.0,TXN00210,2023-07-29,Cash Inflow,66534,Financing Activities,Transaction 210,-29,-29,-29.0,-29.0,222
SALE00301,CUST013,2023-10-28,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,114,308.82,TXN00301,2023-10-28,Cash Inflow,31020,Investing Activities,Transaction 301,-29,-29,-29.0,-29.0,114
SALE00342,CUST013,2023-12-08,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,162,338.35,TXN00342,2023-12-08,Cash Outflow,20346,Financing Activities,Transaction 342,-29,-29,-29.0,-29.0,162
SALE00354,CUST013,2023-12-20,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,30,401.89,TXN00354,2023-12-20,Cash Outflow,69666,Investing Activities,Transaction 354,-29,-29,-29.0,-29.0,30
SALE00385,CUST013,2024-01-20,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,240,217.73,TXN00385,2024-01-20,Cash Inflow,23856,Operating Activities,Transaction 385,-29,-29,-29.0,-29.0,240
SALE00441,CUST013,2024-03-16,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,246,379.87,TXN00441,2024-03-16,Cash Inflow,61152,Investing Activities,Transaction 441,-29,-29,-29.0,-29.0,246
SALE00466,CUST013,2024-04-10,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,156,67.65,TXN00466,2024-04-10,Cash Inflow,88770,Financing Activities,Transaction 466,-29,-29,-29.0,-29.0,156
SALE00476,CUST013,2024-04-20,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,132,437.93,TXN00476,2024-04-20,Cash Outflow,15858,Financing Activities,Transaction 476,-29,-29,-29.0,-29.0,132
SALE00481,CUST013,2024-04-25,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,6,201.61,TXN00481,2024-04-25,Cash Outflow,53136,Operating Activities,Transaction 481,-29,-29,-29.0,-29.0,6
SALE00569,CUST013,2024-07-22,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,120,318.36,TXN00569,2024-07-22,Cash Inflow,78912,Financing Activities,Transaction 569,-29,-29,-29.0,-29.0,120
SALE00740,CUST013,2025-01-09,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,126,199.96,TXN00740,2025-01-09,Cash Outflow,96510,Investing Activities,Transaction 740,-29,-29,-29.0,-29.0,126
SALE00754,CUST013,2025-01-23,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,234,321.88,TXN00754,2025-01-23,Cash Outflow,34398,Financing Activities,Transaction 754,-29,-29,-29.0,-29.0,234
SALE00780,CUST013,2025-02-18,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,150,475.65,TXN00780,2025-02-18,Cash Inflow,101220,Financing Activities,Transaction 780,-29,-29,-29.0,-29.0,150
SALE00805,CUST013,2025-03-15,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,96,13.44,TXN00805,2025-03-15,Cash Outflow,82686,Operating Activities,Transaction 805,-29,-29,-29.0,-29.0,96
SALE00966,CUST013,2025-08-23,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,84,267.46,TXN00966,2025-08-23,Cash Inflow,46074,Investing Activities,Transaction 966,-29,-29,-29.0,-29.0,84
SALE00030,CUST027,2023-01-30,2023-08-02,2023-06-03,84024.76,75951.49,2023-11-27,238,156.2,TXN00030,2023-01-30,Cash Outflow,12376,Investing Activities,Transaction 30,-60,-60,-60.0,-60.0,238
SALE00078,CUST027,2023-03-19,2023-08-02,2023-06-03,84024.76,75951.49,2023-11-27,434,492.33,TXN00078,2023-03-19,Cash Outflow,140294,Operating Activities,Transaction 78,-60,-60,-60.0,-60.0,434
SALE00162,CUST027,2023-06-11,2023-08-02,2023-06-03,84024.76,75951.49,2023-11-27,616,370.32,TXN00162,2023-06-11,Cash Inflow,121408,Operating Activities,Transaction 162,-60,-60,-60.0,-60.0,616
SALE00242,CUST027,2023-08-30,2023-08-02,2023-06-03,84024.76,75951.49,2023-11-27,658,18.52,TXN00242,2023-08-30,Cash Inflow,188174,Operating Activities,Transaction 242,-60,-60,-60.0,-60.0,658
SALE00519,CUST027,2024-06-02,2023-08-02,2023-06-03,84024.76,75951.49,2023-11-27,322,439.29,TXN00519,2024-06-02,Cash Outflow,186312,Operating Activities,Transaction 519,-60,-60,-60.0,-60.0,322
SALE00594,CUST027,2024-08-16,2023-08-02,2023-06-03,84024.76,75951.49,2023-11-27,238,146.89,TXN00594,2024-08-16,Cash Outflow,49056,Operating Activities,Transaction 594,-60,-60,-60.0,-60.0,238
SALE00617,CUST027,2024-09-08,2023-08-02,2023-06-03,84024.76,75951.49,2023-11-27,294,199.92,TXN00617,2024-09-08,Cash Inflow,69020,Operating Activities,Transaction 617,-60,-60,-60.0,-60.0,294
SALE00753,CUST027,2025-01-22,2023-08-02,2023-06-03,84024.76,75951.49,2023-11-27,420,167.83,TXN00753,2025-01-22,Cash Outflow,187320,Operating Activities,Transaction 753,-60,-60,-60.0,-60.0,420
SALE00957,CUST027,2025-08-14,2023-08-02,2023-06-03,84024.76,75951.49,2023-11-27,140,64.27,TXN00957,2025-08-14,Cash Outflow,170142,Operating Activities,Transaction 957,-60,-60,-60.0,-60.0,140
SALE00958,CUST027,2025-08-15,2023-08-02,2023-06-03,84024.76,75951.49,2023-11-27,448,382.2,TXN00958,2025-08-15,Cash Inflow,236670,Investing Activities,Transaction 958,-60,-60,-60.0,-60.0,448
SALE00031,CUST100,2023-01-31,2023-07-14,2023-10-05,31620.24,29781.05,2023-03-26,288,421.57,TXN00031,2023-01-31,Cash Inflow,5424,Investing Activities,Transaction 31,83,83,83.0,83.0,288
SALE00111,CUST100,2023-04-21,2023-07-14,2023-10-05,31620.24,29781.05,2023-03-26,270,30.18,TXN00111,2023-04-21,Cash Outflow,53832,Financing Activities,Transaction 111,83,83,83.0,83.0,270
SALE00574,CUST100,2024-07-27,2023-07-14,2023-10-05,31620.24,29781.05,2023-03-26,138,140.27,TXN00574,2024-07-27,Cash Outflow,48702,Operating Activities,Transaction 574,83,83,83.0,83.0,138
SALE00791,CUST100,2025-03-01,2023-07-14,2023-10-05,31620.24,29781.05,2023-03-26,204,37.51,TXN00791,2025-03-01,Cash Outflow,4764,Financing Activities,Transaction 791,83,83,83.0,83.0,204
SALE00993,CUST100,2025-09-19,2023-07-14,2023-10-05,31620.24,29781.05,2023-03-26,204,176.79,TXN00993,2025-09-19,Cash Outflow,45030,Investing Activities,Transaction 993,83,83,83.0,83.0,204
SALE00032,CUST007,2023-02-01,2023-05-17,2023-08-20,75486.02,87075.77,2023-05-15,611,388.68,TXN00032,2023-02-01,Cash Inflow,112775,Investing Activities,Transaction 32,95,95,95.0,95.0,611
SALE00236,CUST007,2023-08-24,2023-05-17,2023-08-20,75486.02,87075.77,2023-05-15,247,60.62,TXN00236,2023-08-24,Cash Outflow,222404,Investing Activities,Transaction 236,95,95,95.0,95.0,247
SALE00781,CUST007,2025-02-19,2023-05-17,2023-08-20,75486.02,87075.77,2023-05-15,169,109.44,TXN00781,2025-02-19,Cash Inflow,199810,Financing Activities,Transaction 781,95,95,95.0,95.0,169
SALE00929,CUST007,2025-07-17,2023-05-17,2023-08-20,75486.02,87075.77,2023-05-15,351,368.99,TXN00929,2025-07-17,Cash Outflow,244829,Operating Activities,Transaction 929,95,95,95.0,95.0,351
SALE00961,CUST007,2025-08-18,2023-05-17,2023-08-20,75486.02,87075.77,2023-05-15,507,329.32,TXN00961,2025-08-18,Cash Inflow,13182,Investing Activities,Transaction 961,95,95,95.0,95.0,507
SALE00033,CUST022,2023-02-02,2023-02-07,2023-06-02,45090.32,47396.95,2023-04-15,184,122.73,TXN00033,2023-02-02,Cash Outflow,125264,Investing Activities,Transaction 33,115,115,115.0,115.0,184
SALE00052,CUST022,2023-02-21,2023-02-07,2023-06-02,45090.32,47396.95,2023-04-15,192,241.05,TXN00052,2023-02-21,Cash Outflow,84120,Operating Activities,Transaction 52,115,115,115.0,115.0,192
SALE00177,CUST022,2023-06-26,2023-02-07,2023-06-02,45090.32,47396.95,2023-04-15,176,198.09,TXN00177,2023-06-26,Cash Inflow,125176,Financing Activities,Transaction 177,115,115,115.0,115.0,176
SALE00186,CUST022,2023-07-05,2023-02-07,2023-06-02,45090.32,47396.95,2023-04-15,328,261.18,TXN00186,2023-07-05,Cash Inflow,136928,Financing Activities,Transaction 186,115,115,115.0,115.0,328
SALE00223,CUST022,2023-08-11,2023-02-07,2023-06-02,45090.32,47396.95,2023-04-15,240,228.72,TXN00223,2023-08-11,Cash Outflow,4936,Investing Activities,Transaction 223,115,115,115.0,115.0,240
SALE00313,CUST022,2023-11-09,2023-02-07,2023-06-02,45090.32,47396.95,2023-04-15,320,255.22,TXN00313,2023-11-09,Cash Outflow,19760,Operating Activities,Transaction 313,115,115,115.0,115.0,320
SALE00341,CUST022,2023-12-07,2023-02-07,2023-06-02,45090.32,47396.95,2023-04-15,312,266.31,TXN00341,2023-12-07,Cash Inflow,154040,Operating Activities,Transaction 341,115,115,115.0,115.0,312
SALE00412,CUST022,2024-02-16,2023-02-07,2023-06-02,45090.32,47396.95,2023-04-15,336,388.59,TXN00412,2024-02-16,Cash Outflow,77168,Operating Activities,Transaction 412,115,115,115.0,115.0,336
SALE00439,CUST022,2024-03-14,2023-02-07,2023-06-02,45090.32,47396.95,2023-04-15,80,481.22,TXN00439,2024-03-14,Cash Inflow,20632,Operating Activities,Transaction 439,115,115,115.0,115.0,80
SALE00720,CUST022,2024-12-20,2023-02-07,2023-06-02,45090.32,47396.95,2023-04-15,128,15.41,TXN00720,2024-12-20,Cash Outflow,65256,Financing Activities,Transaction 720,115,115,115.0,115.0,128
SALE00730,CUST022,2024-12-30,2023-02-07,2023-06-02,45090.32,47396.95,2023-04-15,360,325.25,TXN00730,2024-12-30,Cash Outflow,98984,Operating Activities,Transaction 730,115,115,115.0,115.0,360
SALE00884,CUST022,2025-06-02,2023-02-07,2023-06-02,45090.32,47396.95,2023-04-15,112,276.98,TXN00884,2025-06-02,Cash Outflow,52472,Investing Activities,Transaction 884,115,115,115.0,115.0,112
SALE00887,CUST022,2025-06-05,2023-02-07,2023-06-02,45090.32,47396.95,2023-04-15,88,18.79,TXN00887,2025-06-05,Cash Inflow,100728,Financing Activities,Transaction 887,115,115,115.0,115.0,88
SALE00034,CUST074,2023-02-03,2023-05-15,2023-07-10,29881.460000000003,27693.14,2023-04-13,90,74.35,TXN00034,2023-02-03,Cash Outflow,79578,Financing Activities,Transaction 34,56,56,56.0,56.0,90
SALE00087,CUST074,2023-03-28,2023-05-15,2023-07-10,29881.460000000003,27693.14,2023-04-13,192,476.8,TXN00087,2023-03-28,Cash Outflow,114384,Operating Activities,Transaction 87,56,56,56.0,56.0,192
SALE00130,CUST074,2023-05-10,2023-05-15,2023-07-10,29881.460000000003,27693.14,2023-04-13,132,245.64,TXN00130,2023-05-10,Cash Outflow,100692,Investing Activities,Transaction 130,56,56,56.0,56.0,132
SALE00176,CUST074,2023-06-25,2023-05-15,2023-07-10,29881.460000000003,27693.14,2023-04-13,282,185.98,TXN00176,2023-06-25,Cash Outflow,102054,Investing Activities,Transaction 176,56,56,56.0,56.0,282
SALE00493,CUST074,2024-05-07,2023-05-15,2023-07-10,29881.460000000003,27693.14,2023-04-13,180,21.22,TXN00493,2024-05-07,Cash Inflow,109152,Financing Activities,Transaction 493,56,56,56.0,56.0,180
SALE00840,CUST074,2025-04-19,2023-05-15,2023-07-10,29881.460000000003,27693.14,2023-04-13,276,395.98,TXN00840,2025-04-19,Cash Inflow,23052,Financing Activities,Transaction 840,56,56,56.0,56.0,276
SALE00864,CUST074,2025-05-13,2023-05-15,2023-07-10,29881.460000000003,27693.14,2023-04-13,138,310.32,TXN00864,2025-05-13,Cash Outflow,14880,Investing Activities,Transaction 864,56,56,56.0,56.0,138
SALE00900,CUST074,2025-06-18,2023-05-15,2023-07-10,29881.460000000003,27693.14,2023-04-13,240,201.46,TXN00900,2025-06-18,Cash Inflow,33654,Financing Activities,Transaction 900,56,56,56.0,56.0,240
SALE00911,CUST074,2025-06-29,2023-05-15,2023-07-10,29881.460000000003,27693.14,2023-04-13,156,381.17,TXN00911,2025-06-29,Cash Inflow,4278,Financing Activities,Transaction 911,56,56,56.0,56.0,156
SALE00986,CUST074,2025-09-12,2023-05-15,2023-07-10,29881.460000000003,27693.14,2023-04-13,36,11.87,TXN00986,2025-09-12,Cash Outflow,87150,Financing Activities,Transaction 986,56,56,56.0,56.0,36
SALE00035,CUST053,2023-02-04,2023-08-10,2023-05-31,62128.03,50952.21,2023-02-01,370,435.35,TXN00035,2023-02-04,Cash Outflow,188840,Operating Activities,Transaction 35,-71,-71,-71.0,-71.0,370
SALE00243,CUST053,2023-08-31,2023-08-10,2023-05-31,62128.03,50952.21,2023-02-01,10,168.33,TXN00243,2023-08-31,Cash Outflow,131070,Investing Activities,Transaction 243,-71,-71,-71.0,-71.0,10
SALE00259,CUST053,2023-09-16,2023-08-10,2023-05-31,62128.03,50952.21,2023-02-01,440,124.94,TXN00259,2023-09-16,Cash Outflow,90120,Financing Activities,Transaction 259,-71,-71,-71.0,-71.0,440
SALE00337,CUST053,2023-12-03,2023-08-10,2023-05-31,62128.03,50952.21,2023-02-01,470,244.8,TXN00337,2023-12-03,Cash Inflow,68590,Financing Activities,Transaction 337,-71,-71,-71.0,-71.0,470
SALE00405,CUST053,2024-02-09,2023-08-10,2023-05-31,62128.03,50952.21,2023-02-01,440,365.01,TXN00405,2024-02-09,Cash Outflow,84730,Financing Activities,Transaction 405,-71,-71,-71.0,-71.0,440
SALE00495,CUST053,2024-05-09,2023-08-10,2023-05-31,62128.03,50952.21,2023-02-01,400,119.57,TXN00495,2024-05-09,Cash Inflow,106120,Operating Activities,Transaction 495,-71,-71,-71.0,-71.0,400
SALE00622,CUST053,2024-09-13,2023-08-10,2023-05-31,62128.03,50952.21,2023-02-01,340,394.08,TXN00622,2024-09-13,Cash Outflow,85070,Financing Activities,Transaction 622,-71,-71,-71.0,-71.0,340
SALE00681,CUST053,2024-11-11,2023-08-10,2023-05-31,62128.03,50952.21,2023-02-01,20,274.38,TXN00681,2024-11-11,Cash Outflow,31320,Investing Activities,Transaction 681,-71,-71,-71.0,-71.0,20
SALE00038,CUST004,2023-02-07,2023-05-22,2023-04-08,91738.51,71592.7,2023-02-28,28,368.32,TXN00038,2023-02-07,Cash Inflow,218484,Operating Activities,Transaction 38,-44,-44,-44.0,-44.0,28
SALE00151,CUST004,2023-05-31,2023-05-22,2023-04-08,91738.51,71592.7,2023-02-28,490,49.95,TXN00151,2023-05-31,Cash Inflow,102326,Investing Activities,Transaction 151,-44,-44,-44.0,-44.0,490
SALE00182,CUST004,2023-07-01,2023-05-22,2023-04-08,91738.51,71592.7,2023-02-28,686,208.6,TXN00182,2023-07-01,Cash Inflow,93352,Operating Activities,Transaction 182,-44,-44,-44.0,-44.0,686
SALE00306,CUST004,2023-11-02,2023-05-22,2023-04-08,91738.51,71592.7,2023-02-28,630,277.39,TXN00306,2023-11-02,Cash Inflow,24472,Investing Activities,Transaction 306,-44,-44,-44.0,-44.0,630
SALE00395,CUST004,2024-01-30,2023-05-22,2023-04-08,91738.51,71592.7,2023-02-28,364,322.6,TXN00395,2024-01-30,Cash Inflow,44912,Investing Activities,Transaction 395,-44,-44,-44.0,-44.0,364
SALE00440,CUST004,2024-03-15,2023-05-22,2023-04-08,91738.51,71592.7,2023-02-28,364,321.13,TXN00440,2024-03-15,Cash Inflow,45038,Operating Activities,Transaction 440,-44,-44,-44.0,-44.0,364
SALE00592,CUST004,2024-08-14,2023-05-22,2023-04-08,91738.51,71592.7,2023-02-28,322,406.35,TXN00592,2024-08-14,Cash Outflow,64260,Operating Activities,Transaction 592,-44,-44,-44.0,-44.0,322
SALE00633,CUST004,2024-09-24,2023-05-22,2023-04-08,91738.51,71592.7,2023-02-28,434,121.64,TXN00633,2024-09-24,Cash Inflow,138236,Financing Activities,Transaction 633,-44,-44,-44.0,-44.0,434
SALE00776,CUST004,2025-02-14,2023-05-22,2023-04-08,91738.51,71592.7,2023-02-28,686,346.1,TXN00776,2025-02-14,Cash Inflow,232484,Operating Activities,Transaction 776,-44,-44,-44.0,-44.0,686
SALE00818,CUST004,2025-03-28,2023-05-22,2023-04-08,91738.51,71592.7,2023-02-28,630,395.69,TXN00818,2025-03-28,Cash Inflow,250936,Financing Activities,Transaction 818,-44,-44,-44.0,-44.0,630
SALE00854,CUST004,2025-05-03,2023-05-22,2023-04-08,91738.51,71592.7,2023-02-28,602,214.82,TXN00854,2025-05-03,Cash Inflow,97244,Operating Activities,Transaction 854,-44,-44,-44.0,-44.0,602
SALE00873,CUST004,2025-05-22,2023-05-22,2023-04-08,91738.51,71592.7,2023-02-28,238,235.48,TXN00873,2025-05-22,Cash Outflow,99022,Financing Activities,Transaction 873,-44,-44,-44.0,-44.0,238
SALE00953,CUST004,2025-08-10,2023-05-22,2023-04-08,91738.51,71592.7,2023-02-28,630,486.99,TXN00953,2025-08-10,Cash Inflow,13412,Financing Activities,Transaction 953,-44,-44,-44.0,-44.0,630
SALE00041,CUST070,2023-02-10,2023-02-15,2023-11-06,65922.88,54766.74,2023-04-21,380,482.62,TXN00041,2023-02-10,Cash Inflow,114160,Investing Activities,Transaction 41,264,264,264.0,264.0,380
SALE00053,CUST070,2023-02-22,2023-02-15,2023-11-06,65922.88,54766.74,2023-04-21,150,276.18,TXN00053,2023-02-22,Cash Inflow,39190,Operating Activities,Transaction 53,264,264,264.0,264.0,150
SALE00659,CUST070,2024-10-20,2023-02-15,2023-11-06,65922.88,54766.74,2023-04-21,490,90.21,TXN00659,2024-10-20,Cash Outflow,168710,Investing Activities,Transaction 659,264,264,264.0,264.0,490
SALE00772,CUST070,2025-02-10,2023-02-15,2023-11-06,65922.88,54766.74,2023-04-21,230,95.01,TXN00772,2025-02-10,Cash Inflow,194880,Operating Activities,Transaction 772,264,264,264.0,264.0,230
SALE00806,CUST070,2025-03-16,2023-02-15,2023-11-06,65922.88,54766.74,2023-04-21,440,38.07,TXN00806,2025-03-16,Cash Outflow,19350,Financing Activities,Transaction 806,264,264,264.0,264.0,440
SALE00882,CUST070,2025-05-31,2023-02-15,2023-11-06,65922.88,54766.74,2023-04-21,90,176.49,TXN00882,2025-05-31,Cash Outflow,68420,Investing Activities,Transaction 882,264,264,264.0,264.0,90
SALE00042,CUST088,2023-02-11,2023-11-07,2023-08-29,93185.69,80130.38,2023-08-10,612,382.45,TXN00042,2023-02-11,Cash Inflow,95562,Operating Activities,Transaction 42,-70,-70,-70.0,-70.0,612
SALE00245,CUST088,2023-09-02,2023-11-07,2023-08-29,93185.69,80130.38,2023-08-10,252,294.25,TXN00245,2023-09-02,Cash Inflow,41904,Financing Activities,Transaction 245,-70,-70,-70.0,-70.0,252
SALE00276,CUST088,2023-10-03,2023-11-07,2023-08-29,93185.69,80130.38,2023-08-10,558,336.82,TXN00276,2023-10-03,Cash Outflow,103608,Operating Activities,Transaction 276,-70,-70,-70.0,-70.0,558
SALE00311,CUST088,2023-11-07,2023-11-07,2023-08-29,93185.69,80130.38,2023-08-10,144,324.86,TXN00311,2023-11-07,Cash Outflow,81324,Investing Activities,Transaction 311,-70,-70,-70.0,-70.0,144
SALE00547,CUST088,2024-06-30,2023-11-07,2023-08-29,93185.69,80130.38,2023-08-10,666,331.3,TXN00547,2024-06-30,Cash Inflow,62442,Financing Activities,Transaction 547,-70,-70,-70.0,-70.0,666
SALE00590,CUST088,2024-08-12,2023-11-07,2023-08-29,93185.69,80130.38,2023-08-10,540,332.76,TXN00590,2024-08-12,Cash Inflow,345708,Financing Activities,Transaction 590,-70,-70,-70.0,-70.0,540
SALE00600,CUST088,2024-08-22,2023-11-07,2023-08-29,93185.69,80130.38,2023-08-10,810,199.31,TXN00600,2024-08-22,Cash Outflow,115110,Operating Activities,Transaction 600,-70,-70,-70.0,-70.0,810
SALE00657,CUST088,2024-10-18,2023-11-07,2023-08-29,93185.69,80130.38,2023-08-10,198,279.55,TXN00657,2024-10-18,Cash Inflow,138708,Investing Activities,Transaction 657,-70,-70,-70.0,-70.0,198
SALE00043,CUST084,2023-02-12,2023-04-11,2023-02-21,38249.73,47072.64,2023-05-13,266,226.73,TXN00043,2023-02-12,Cash Outflow,97692,Financing Activities,Transaction 43,-49,-49,-49.0,-49.0,266
SALE00044,CUST084,2023-02-13,2023-04-11,2023-02-21,38249.73,47072.64,2023-05-13,238,162.86,TXN00044,2023-02-13,Cash Outflow,111608,Investing Activities,Transaction 44,-49,-49,-49.0,-49.0,238
SALE00153,CUST084,2023-06-02,2023-04-11,2023-02-21,38249.73,47072.64,2023-05-13,175,118.07,TXN00153,2023-06-02,Cash Inflow,108738,Investing Activities,Transaction 153,-49,-49,-49.0,-49.0,175
SALE00231,CUST084,2023-08-19,2023-04-11,2023-02-21,38249.73,47072.64,2023-05-13,308,35.33,TXN00231,2023-08-19,Cash Outflow,99421,Investing Activities,Transaction 231,-49,-49,-49.0,-49.0,308
SALE00249,CUST084,2023-09-06,2023-04-11,2023-02-21,38249.73,47072.64,2023-05-13,252,270.8,TXN00249,2023-09-06,Cash Inflow,105658,Investing Activities,Transaction 249,-49,-49,-49.0,-49.0,252
SALE00281,CUST084,2023-10-08,2023-04-11,2023-02-21,38249.73,47072.64,2023-05-13,77,165.87,TXN00281,2023-10-08,Cash Outflow,27237,Investing Activities,Transaction 281,-49,-49,-49.0,-49.0,77
SALE00438,CUST084,2024-03-13,2023-04-11,2023-02-21,38249.73,47072.64,2023-05-13,63,53.5,TXN00438,2024-03-13,Cash Outflow,10157,Operating Activities,Transaction 438,-49,-49,-49.0,-49.0,63
SALE00630,CUST084,2024-09-21,2023-04-11,2023-02-21,38249.73,47072.64,2023-05-13,154,262.18,TXN00630,2024-09-21,Cash Inflow,34979,Investing Activities,Transaction 630,-49,-49,-49.0,-49.0,154
SALE00644,CUST084,2024-10-05,2023-04-11,2023-02-21,38249.73,47072.64,2023-05-13,182,71.36,TXN00644,2024-10-05,Cash Inflow,56448,Operating Activities,Transaction 644,-49,-49,-49.0,-49.0,182
SALE00865,CUST084,2025-05-14,2023-04-11,2023-02-21,38249.73,47072.64,2023-05-13,343,120.81,TXN00865,2025-05-14,Cash Outflow,112154,Financing Activities,Transaction 865,-49,-49,-49.0,-49.0,343
SALE00886,CUST084,2025-06-04,2023-04-11,2023-02-21,38249.73,47072.64,2023-05-13,238,379.51,TXN00886,2025-06-04,Cash Inflow,43085,Financing Activities,Transaction 886,-49,-49,-49.0,-49.0,238
SALE00045,CUST076,2023-02-14,2023-04-29,2023-06-02,61813.47,57332.7,2023-10-20,180,167.16,TXN00045,2023-02-14,Cash Outflow,64970,Financing Activities,Transaction 45,34,34,34.0,34.0,180
SALE00185,CUST076,2023-07-04,2023-04-29,2023-06-02,61813.47,57332.7,2023-10-20,420,192.7,TXN00185,2023-07-04,Cash Inflow,87580,Operating Activities,Transaction 185,34,34,34.0,34.0,420
SALE00346,CUST076,2023-12-12,2023-04-29,2023-06-02,61813.47,57332.7,2023-10-20,330,53.92,TXN00346,2023-12-12,Cash Inflow,31740,Operating Activities,Transaction 346,34,34,34.0,34.0,330
SALE00368,CUST076,2024-01-03,2023-04-29,2023-06-02,61813.47,57332.7,2023-10-20,290,262.44,TXN00368,2024-01-03,Cash Outflow,13270,Investing Activities,Transaction 368,34,34,34.0,34.0,290
SALE00426,CUST076,2024-03-01,2023-04-29,2023-06-02,61813.47,57332.7,2023-10-20,370,300.48,TXN00426,2024-03-01,Cash Inflow,167410,Investing Activities,Transaction 426,34,34,34.0,34.0,370
SALE00588,CUST076,2024-08-10,2023-04-29,2023-06-02,61813.47,57332.7,2023-10-20,170,75.24,TXN00588,2024-08-10,Cash Inflow,88630,Investing Activities,Transaction 588,34,34,34.0,34.0,170
SALE00598,CUST076,2024-08-20,2023-04-29,2023-06-02,61813.47,57332.7,2023-10-20,400,414.31,TXN00598,2024-08-20,Cash Inflow,123550,Investing Activities,Transaction 598,34,34,34.0,34.0,400
SALE00621,CUST076,2024-09-12,2023-04-29,2023-06-02,61813.47,57332.7,2023-10-20,380,471.73,TXN00621,2024-09-12,Cash Outflow,155230,Operating Activities,Transaction 621,34,34,34.0,34.0,380
SALE00697,CUST076,2024-11-27,2023-04-29,2023-06-02,61813.47,57332.7,2023-10-20,440,292.81,TXN00697,2024-11-27,Cash Inflow,167200,Investing Activities,Transaction 697,34,34,34.0,34.0,440
SALE00717,CUST076,2024-12-17,2023-04-29,2023-06-02,61813.47,57332.7,2023-10-20,170,425.54,TXN00717,2024-12-17,Cash Inflow,118620,Investing Activities,Transaction 717,34,34,34.0,34.0,170
