SaleID,CustomerID,SaleDate,SaleAmount,ProductID,QuantitySold,UnitPrice,TotalValue,PaymentMethod,SaleStatus
SALE00276,CUST088,2023-10-03,5955,PROD0288,31,336.82,10441.42,Credit Card,Completed
SALE00084,CUST091,2023-03-25,3173,PROD0322,4,363.72,1454.88,Cash,Completed
SALE00453,CUST077,2024-03-28,10857,PROD0366,17,19.81,336.77,Bank Transfer,Completed
SALE00254,CUST008,2023-09-11,5332,PROD0123,6,369.12,2214.7200000000003,Bank Transfer,Pending
SALE00515,CUST078,2024-05-29,8092,PROD0358,19,390.59,7421.209999999999,Credit Card,Completed
SALE00395,CUST004,2024-01-30,1056,PROD0500,26,322.6,8387.6,Cash,Completed
SALE00971,CUST036,2025-08-28,14190,PROD0177,2,215.86,431.72,Bank Transfer,Completed
SALE00831,CUST073,2025-04-10,1424,PROD0487,49,388.21,19022.289999999997,Bank Transfer,Completed
SALE00234,CUST046,2023-08-22,5964,PROD0420,26,98.21,2553.46,Bank Transfer,Completed
SALE00066,CUST059,2023-03-07,7613,PROD0106,5,236.43,1182.15,Credit Card,Completed
SALE00660,CUST047,2024-10-21,5978,PROD0171,39,144.16,5622.24,Bank Transfer,Pending
SALE00887,CUST022,2025-06-05,11103,PROD0180,11,18.79,206.69,Credit Card,Pending
SALE00696,CUST092,2024-11-26,12477,PROD0224,44,55.94,2461.3599999999997,Cash,Completed
SALE00693,CUST051,2024-11-23,2182,PROD0398,35,309.85,10844.75,Bank Transfer,Completed
SALE00408,CUST028,2024-02-12,13546,PROD0440,4,411.17,1644.68,Credit Card,Completed
SALE00786,CUST035,2025-02-24,5405,PROD0425,42,297.05,12476.1,Credit Card,Completed
SALE00269,CUST098,2023-09-26,10452,PROD0337,9,386.57,3479.13,Bank Transfer,Completed
SALE00510,CUST009,2024-05-24,10747,PROD0173,39,69.66,2716.74,Cash,Pending
SALE00218,CUST026,2023-08-06,10273,PROD0405,11,306.71,3373.81,Bank Transfer,Completed
SALE00140,CUST098,2023-05-20,12806,PROD0490,14,240.39,3365.46,Cash,Completed
SALE00795,CUST044,2025-03-05,4430,PROD0025,18,236.25,4252.5,Credit Card,Completed
SALE00576,CUST083,2024-07-29,930,PROD0156,20,254.67,5093.4,Cash,Pending
SALE00370,CUST038,2024-01-05,11483,PROD0109,4,398.93,1595.72,Cash,Completed
SALE01000,CUST064,2025-09-26,4909,PROD0152,4,382.03,1528.12,Cash,Pending
SALE00728,CUST079,2024-12-28,5173,PROD0035,26,71.11,1848.86,Credit Card,Completed
SALE00662,CUST068,2024-10-23,12884,PROD0236,35,341.23,11943.050000000001,Credit Card,Pending
SALE00063,CUST006,2023-03-04,8533,PROD0077,17,456.8,7765.6,Bank Transfer,Completed
SALE00744,CUST078,2025-01-13,13684,PROD0085,15,364.47,5467.05,Cash,Completed
SALE00301,CUST013,2023-10-28,297,PROD0476,19,308.82,5867.58,Credit Card,Pending
SALE00121,CUST010,2023-05-01,8671,PROD0181,17,474.2,8061.4,Credit Card,Pending
SALE00706,CUST092,2024-12-06,925,PROD0453,17,105.04,1785.68,Bank Transfer,Completed
SALE00629,CUST050,2024-09-20,12840,PROD0030,42,50.48,2120.16,Bank Transfer,Pending
SALE00427,CUST049,2024-03-02,5995,PROD0448,21,343.26,7208.46,Credit Card,Completed
SALE00457,CUST072,2024-04-01,2427,PROD0117,25,339.06,8476.5,Bank Transfer,Completed
SALE00648,CUST062,2024-10-09,7490,PROD0190,2,460.95,921.9,Credit Card,Completed
SALE00299,CUST049,2023-10-26,3031,PROD0355,37,170.91,6323.67,Bank Transfer,Pending
SALE00233,CUST016,2023-08-21,13360,PROD0173,6,120.1,720.5999999999999,Cash,Pending
SALE00458,CUST091,2024-04-02,3520,PROD0421,7,55.54,388.78,Bank Transfer,Pending
SALE00148,CUST021,2023-05-28,6378,PROD0316,45,172.83,7777.35,Credit Card,Pending
SALE00801,CUST065,2025-03-11,1053,PROD0284,29,34.42,998.1800000000001,Bank Transfer,Completed
SALE00892,CUST060,2025-06-10,13943,PROD0410,9,473.85,4264.650000000001,Cash,Pending
SALE00468,CUST028,2024-04-12,10592,PROD0054,21,177.42,3725.8199999999997,Credit Card,Pending
SALE00822,CUST096,2025-04-01,13907,PROD0482,18,423.95,7631.099999999999,Credit Card,Completed
SALE00339,CUST098,2023-12-05,14586,PROD0054,33,91.5,3019.5,Cash,Completed
SALE00266,CUST029,2023-09-23,11291,PROD0198,37,129.63,4796.3099999999995,Credit Card,Completed
SALE00419,CUST006,2024-02-23,1145,PROD0154,40,312.41,12496.400000000001,Bank Transfer,Pending
SALE00967,CUST043,2025-08-24,2293,PROD0296,13,129.73,1686.4899999999998,Credit Card,Pending
SALE00523,CUST042,2024-06-06,4595,PROD0320,29,18.67,541.4300000000001,Cash,Completed
SALE00564,CUST090,2024-07-17,7066,PROD0408,18,343.68,6186.24,Cash,Pending
SALE00685,CUST059,2024-11-15,4480,PROD0426,17,55.02,935.34,Credit Card,Completed
SALE00610,CUST010,2024-09-01,10586,PROD0257,45,28.63,1288.35,Cash,Pending
SALE00302,CUST096,2023-10-29,7225,PROD0083,14,286.09,4005.2599999999998,Bank Transfer,Pending
SALE00046,CUST033,2023-02-15,4758,PROD0009,30,364.97,10949.1,Bank Transfer,Pending
SALE00263,CUST064,2023-09-20,7380,PROD0231,2,489.53,979.06,Cash,Pending
SALE00118,CUST080,2023-04-28,14652,PROD0321,30,310.34,9310.199999999999,Bank Transfer,Completed
SALE00885,CUST065,2025-06-03,11576,PROD0028,37,381.63,14120.31,Cash,Completed
SALE00769,CUST090,2025-02-07,8435,PROD0266,43,385.63,16582.09,Cash,Pending
SALE00358,CUST040,2023-12-24,13571,PROD0029,13,100.76,1309.88,Bank Transfer,Completed
SALE00904,CUST047,2025-06-22,3430,PROD0150,34,204.72,6960.48,Credit Card,Completed
SALE00049,CUST001,2023-02-18,1367,PROD0050,34,435.38,14802.92,Bank Transfer,Pending
SALE00353,CUST039,2023-12-19,5523,PROD0194,10,431.11,4311.1,Bank Transfer,Completed
SALE00319,CUST096,2023-11-15,2086,PROD0278,15,63.37,950.55,Credit Card,Completed
SALE00781,CUST007,2025-02-19,10908,PROD0188,13,109.44,1422.72,Bank Transfer,Completed
SALE00177,CUST022,2023-06-26,4588,PROD0041,22,198.09,4357.9800000000005,Credit Card,Completed
SALE00076,CUST038,2023-03-17,12306,PROD0441,23,299.23,6882.290000000001,Cash,Completed
SALE00742,CUST038,2025-01-11,5068,PROD0388,7,438.39,3068.73,Credit Card,Completed
SALE00275,CUST050,2023-10-02,8264,PROD0046,30,415.15,12454.5,Credit Card,Pending
SALE00590,CUST088,2024-08-12,1764,PROD0474,30,332.76,9982.8,Credit Card,Completed
SALE00131,CUST061,2023-05-11,13540,PROD0459,14,29.97,419.58,Bank Transfer,Completed
SALE00181,CUST071,2023-06-30,7821,PROD0474,40,390.24,15609.6,Credit Card,Completed
SALE00373,CUST071,2024-01-08,13015,PROD0167,2,186.78,373.56,Credit Card,Pending
SALE00092,CUST015,2023-04-02,13090,PROD0273,19,60.37,1147.03,Credit Card,Completed
SALE00174,CUST089,2023-06-23,12785,PROD0242,47,496.15,23319.05,Bank Transfer,Pending
SALE00359,CUST020,2023-12-25,12382,PROD0112,31,459.7,14250.699999999999,Credit Card,Pending
SALE00486,CUST055,2024-04-30,7555,PROD0498,19,340.41,6467.790000000001,Credit Card,Pending
SALE00833,CUST066,2025-04-12,10119,PROD0429,4,126.02,504.08,Bank Transfer,Completed
SALE00026,CUST096,2023-01-26,5151,PROD0318,44,60.07,2643.08,Cash,Completed
SALE00346,CUST076,2023-12-12,6387,PROD0193,33,53.92,1779.3600000000001,Cash,Completed
SALE00019,CUST038,2023-01-19,1785,PROD0030,8,192.2,1537.6,Cash,Completed
SALE00711,CUST085,2024-12-11,512,PROD0480,16,409.41,6550.56,Cash,Pending
SALE00569,CUST013,2024-07-22,4565,PROD0123,20,318.36,6367.200000000001,Cash,Completed
SALE00436,CUST031,2024-03-11,12840,PROD0355,47,173.45,8152.15,Cash,Completed
SALE00747,CUST035,2025-01-16,8887,PROD0136,48,354.44,17013.12,Bank Transfer,Completed
SALE00205,CUST003,2023-07-24,3257,PROD0159,24,124.99,2999.7599999999998,Credit Card,Completed
SALE00650,CUST038,2024-10-11,12022,PROD0271,1,312.08,312.08,Credit Card,Completed
SALE00537,CUST006,2024-06-20,3869,PROD0496,34,393.52,13379.68,Credit Card,Completed
SALE00107,CUST078,2023-04-17,1116,PROD0327,34,488.96,16624.64,Bank Transfer,Completed
SALE00047,CUST028,2023-02-16,1999,PROD0288,15,375.46,5631.9,Credit Card,Pending
SALE00338,CUST056,2023-12-04,14357,PROD0413,29,105.33,3054.57,Credit Card,Pending
SALE00636,CUST055,2024-09-27,12938,PROD0118,40,15.11,604.4,Credit Card,Pending
SALE00223,CUST022,2023-08-11,5692,PROD0146,30,228.72,6861.6,Cash,Completed
SALE00645,CUST049,2024-10-06,14169,PROD0029,21,242.42,5090.82,Cash,Completed
SALE00784,CUST019,2025-02-22,7960,PROD0368,16,90.99,1455.84,Credit Card,Completed
SALE00886,CUST084,2025-06-04,12590,PROD0379,34,379.51,12903.34,Cash,Pending
SALE00017,CUST038,2023-01-17,11211,PROD0438,28,42.16,1180.48,Cash,Pending
SALE00942,CUST059,2025-07-30,2879,PROD0407,13,168.28,2187.64,Credit Card,Pending
SALE00517,CUST008,2024-05-31,4880,PROD0047,34,301.2,10240.8,Cash,Completed
SALE00418,CUST057,2024-02-22,3546,PROD0267,14,178.34,2496.76,Credit Card,Pending
SALE00573,CUST081,2024-07-26,9974,PROD0334,3,191.99,575.97,Credit Card,Pending
SALE00969,CUST063,2025-08-26,13650,PROD0301,12,52.72,632.64,Credit Card,Pending
SALE00943,CUST090,2025-07-31,1024,PROD0347,43,498.57,21438.51,Bank Transfer,Pending
SALE00365,CUST080,2023-12-31,2355,PROD0197,29,65.03,1885.8700000000001,Credit Card,Pending
SALE00420,CUST078,2024-02-24,6993,PROD0042,41,226.78,9297.98,Cash,Pending
SALE00796,CUST024,2025-03-06,8110,PROD0018,32,245.64,7860.48,Cash,Pending
SALE00830,CUST031,2025-04-09,4412,PROD0432,15,164.44,2466.6,Credit Card,Completed
SALE00149,CUST012,2023-05-29,8492,PROD0182,18,275.81,4964.58,Credit Card,Pending
SALE00341,CUST022,2023-12-07,4161,PROD0016,39,266.31,10386.09,Cash,Pending
SALE00421,CUST032,2024-02-25,1793,PROD0411,22,417.61,9187.42,Cash,Completed
SALE00934,CUST076,2025-07-22,14937,PROD0491,24,429.87,10316.880000000001,Credit Card,Completed
SALE00679,CUST064,2024-11-09,8102,PROD0472,9,379.06,3411.54,Bank Transfer,Completed
SALE00729,CUST081,2024-12-29,5204,PROD0006,41,198.83,8152.030000000001,Bank Transfer,Completed
SALE00671,CUST067,2024-11-01,2527,PROD0011,20,321.67,6433.400000000001,Cash,Pending
SALE00416,CUST072,2024-02-20,8150,PROD0439,9,206.58,1859.22,Bank Transfer,Completed
SALE00541,CUST064,2024-06-24,6393,PROD0475,14,312.85,4379.900000000001,Bank Transfer,Completed
SALE00337,CUST053,2023-12-03,6716,PROD0459,47,244.8,11505.6,Credit Card,Pending
SALE00835,CUST071,2025-04-14,7519,PROD0197,37,278.68,10311.16,Credit Card,Pending
SALE00931,CUST064,2025-07-19,4935,PROD0352,45,163.45,7355.249999999999,Cash,Completed
SALE00622,CUST053,2024-09-13,5288,PROD0086,34,394.08,13398.72,Cash,Pending
SALE00377,CUST016,2024-01-12,9737,PROD0102,36,135.27,4869.72,Bank Transfer,Pending
SALE00704,CUST061,2024-12-04,4074,PROD0150,44,441.91,19444.04,Cash,Pending
SALE00579,CUST056,2024-08-01,5277,PROD0355,38,72.33,2748.54,Bank Transfer,Completed
SALE00313,CUST022,2023-11-09,759,PROD0133,40,255.22,10208.8,Bank Transfer,Pending
SALE00613,CUST024,2024-09-04,4349,PROD0346,37,403.04,14912.480000000001,Cash,Completed
SALE00637,CUST001,2024-09-28,9927,PROD0350,34,135.15,4595.1,Cash,Completed
SALE00145,CUST059,2023-05-25,10570,PROD0305,46,89.22,4104.12,Bank Transfer,Pending
SALE00449,CUST036,2024-03-24,2305,PROD0409,18,242.69,4368.42,Cash,Completed
SALE00120,CUST085,2023-04-30,6431,PROD0476,48,468.25,22476.0,Credit Card,Completed
SALE00902,CUST047,2025-06-20,11929,PROD0343,5,192.25,961.25,Bank Transfer,Completed
SALE00994,CUST047,2025-09-20,6089,PROD0322,28,434.53,12166.84,Credit Card,Pending
SALE00556,CUST019,2024-07-09,104,PROD0071,33,96.67,3190.11,Credit Card,Pending
SALE00952,CUST077,2025-08-09,4904,PROD0170,43,195.72,8415.96,Cash,Completed
SALE00899,CUST023,2025-06-17,3586,PROD0294,15,148.39,2225.85,Credit Card,Completed
SALE00176,CUST074,2023-06-25,7038,PROD0283,47,185.98,8741.06,Cash,Completed
SALE00101,CUST030,2023-04-11,13203,PROD0088,1,271.78,271.78,Bank Transfer,Completed
SALE00975,CUST090,2025-09-01,13628,PROD0246,27,310.75,8390.25,Credit Card,Pending
SALE00656,CUST021,2024-10-17,4711,PROD0438,40,194.24,7769.6,Credit Card,Completed
SALE00203,CUST094,2023-07-22,10014,PROD0411,30,204.36,6130.8,Credit Card,Pending
SALE00555,CUST006,2024-07-08,3151,PROD0001,7,246.0,1722.0,Cash,Pending
SALE00802,CUST099,2025-03-12,2639,PROD0146,49,452.92,22193.08,Bank Transfer,Pending
SALE00867,CUST063,2025-05-16,1314,PROD0233,35,220.03,7701.05,Credit Card,Pending
SALE00713,CUST034,2024-12-13,7687,PROD0330,19,347.06,6594.14,Credit Card,Completed
SALE00654,CUST046,2024-10-15,9307,PROD0373,21,303.28,6368.879999999999,Bank Transfer,Pending
SALE00996,CUST052,2025-09-22,7290,PROD0259,30,186.59,5597.7,Cash,Completed
SALE00752,CUST054,2025-01-21,798,PROD0496,31,21.24,658.4399999999999,Credit Card,Pending
SALE00292,CUST093,2023-10-19,11547,PROD0379,11,451.67,4968.37,Credit Card,Completed
SALE00127,CUST019,2023-05-07,164,PROD0260,35,280.97,9833.95,Bank Transfer,Pending
SALE00497,CUST052,2024-05-11,11467,PROD0164,18,290.79,5234.22,Credit Card,Pending
SALE00187,CUST086,2023-07-06,7508,PROD0076,37,212.39,7858.429999999999,Bank Transfer,Completed
SALE00320,CUST062,2023-11-16,13922,PROD0450,33,83.01,2739.3300000000004,Cash,Completed
SALE00450,CUST097,2024-03-25,10816,PROD0396,27,197.44,5330.88,Cash,Pending
SALE00976,CUST080,2025-09-02,4025,PROD0117,49,223.4,10946.6,Credit Card,Pending
SALE00807,CUST058,2025-03-17,5393,PROD0092,47,120.36,5656.92,Credit Card,Pending
SALE00062,CUST048,2023-03-03,10353,PROD0290,10,154.14,1541.3999999999999,Cash,Completed
SALE00834,CUST008,2025-04-13,3241,PROD0269,12,368.9,4426.799999999999,Cash,Pending
SALE00619,CUST015,2024-09-10,11648,PROD0044,36,495.88,17851.68,Credit Card,Completed
SALE00041,CUST070,2023-02-10,9267,PROD0116,38,482.62,18339.56,Bank Transfer,Completed
SALE00489,CUST083,2024-05-03,1786,PROD0367,29,79.23,2297.67,Credit Card,Pending
SALE00618,CUST080,2024-09-09,2844,PROD0070,42,236.35,9926.699999999999,Bank Transfer,Completed
SALE00204,CUST038,2023-07-23,11606,PROD0386,31,126.14,3910.34,Credit Card,Completed
SALE00307,CUST095,2023-11-03,11564,PROD0288,42,227.77,9566.34,Credit Card,Completed
SALE00170,CUST005,2023-06-19,1128,PROD0237,3,307.03,921.0899999999999,Credit Card,Completed
SALE00968,CUST017,2025-08-25,8515,PROD0112,29,65.34,1894.8600000000001,Cash,Completed
SALE00792,CUST035,2025-03-02,7430,PROD0495,30,427.84,12835.199999999999,Bank Transfer,Pending
SALE00888,CUST011,2025-06-06,5448,PROD0253,41,71.86,2946.2599999999998,Bank Transfer,Completed
SALE00938,CUST075,2025-07-26,13316,PROD0225,28,494.32,13840.96,Cash,Completed
SALE00683,CUST037,2024-11-13,1166,PROD0383,9,62.89,566.01,Credit Card,Pending
SALE00444,CUST049,2024-03-19,11412,PROD0263,26,217.12,5645.12,Bank Transfer,Pending
SALE00880,CUST032,2025-05-29,1952,PROD0348,47,399.05,18755.350000000002,Cash,Pending
SALE00405,CUST053,2024-02-09,9819,PROD0412,44,365.01,16060.439999999999,Bank Transfer,Pending
SALE00624,CUST026,2024-09-15,13396,PROD0101,37,211.94,7841.78,Bank Transfer,Completed
SALE00782,CUST044,2025-02-20,1162,PROD0154,18,287.12,5168.16,Bank Transfer,Pending
SALE00226,CUST029,2023-08-14,7492,PROD0162,15,274.55,4118.25,Bank Transfer,Completed
SALE00090,CUST035,2023-03-31,8089,PROD0316,29,377.09,10935.609999999999,Bank Transfer,Pending
SALE00475,CUST030,2024-04-19,8419,PROD0305,20,471.77,9435.4,Bank Transfer,Completed
SALE00970,CUST081,2025-08-27,14612,PROD0077,39,362.35,14131.650000000001,Cash,Completed
SALE00103,CUST035,2023-04-13,12843,PROD0395,41,50.43,2067.63,Cash,Pending
SALE00006,CUST081,2023-01-06,12064,PROD0148,9,357.2,3214.7999999999997,Bank Transfer,Pending
SALE00980,CUST047,2025-09-06,13872,PROD0425,31,423.43,13126.33,Bank Transfer,Pending
SALE00180,CUST064,2023-06-29,6077,PROD0160,8,125.54,1004.32,Credit Card,Pending
SALE00757,CUST060,2025-01-26,14880,PROD0327,42,375.5,15771.0,Cash,Pending
SALE00745,CUST045,2025-01-14,12244,PROD0451,7,61.03,427.21000000000004,Cash,Pending
SALE00700,CUST077,2024-11-30,11361,PROD0433,34,88.82,3019.8799999999997,Bank Transfer,Pending
SALE00626,CUST034,2024-09-17,14161,PROD0095,38,416.96,15844.48,Cash,Pending
SALE00512,CUST015,2024-05-26,7071,PROD0110,32,257.99,8255.68,Cash,Pending
SALE00043,CUST084,2023-02-12,289,PROD0335,38,226.73,8615.74,Credit Card,Pending
SALE00633,CUST004,2024-09-24,6717,PROD0458,31,121.64,3770.84,Bank Transfer,Completed
SALE00947,CUST047,2025-08-04,3424,PROD0088,36,346.56,12476.16,Cash,Pending
SALE00032,CUST007,2023-02-01,6496,PROD0436,47,388.68,18267.96,Cash,Completed
SALE00314,CUST002,2023-11-10,2911,PROD0201,14,275.76,3860.64,Credit Card,Pending
SALE00737,CUST017,2025-01-06,3866,PROD0392,17,24.24,412.08,Credit Card,Pending
SALE00914,CUST094,2025-07-02,8649,PROD0439,37,324.91,12021.67,Bank Transfer,Completed
SALE00951,CUST060,2025-08-08,355,PROD0435,5,112.78,563.9,Credit Card,Pending
SALE00478,CUST093,2024-04-22,5954,PROD0122,40,395.28,15811.199999999999,Bank Transfer,Completed
SALE00169,CUST044,2023-06-18,3940,PROD0208,10,203.8,2038.0,Credit Card,Pending
SALE00596,CUST016,2024-08-18,7905,PROD0158,14,134.0,1876.0,Bank Transfer,Completed
SALE00034,CUST074,2023-02-03,11196,PROD0420,15,74.35,1115.25,Cash,Pending
SALE00875,CUST068,2025-05-24,233,PROD0275,3,152.39,457.16999999999996,Credit Card,Pending
SALE00343,CUST089,2023-12-09,14022,PROD0020,36,465.51,16758.36,Bank Transfer,Completed
SALE00905,CUST087,2025-06-23,2803,PROD0016,24,55.77,1338.48,Bank Transfer,Completed
SALE00608,CUST020,2024-08-30,680,PROD0455,26,227.2,5907.2,Cash,Completed
SALE00766,CUST026,2025-02-04,5046,PROD0485,34,192.0,6528.0,Credit Card,Completed
SALE00966,CUST013,2025-08-23,11428,PROD0090,14,267.46,3744.4399999999996,Credit Card,Completed
SALE00571,CUST058,2024-07-24,13517,PROD0283,42,41.66,1749.7199999999998,Cash,Completed
SALE00695,CUST011,2024-11-25,11188,PROD0412,37,84.27,3117.99,Credit Card,Pending
SALE00208,CUST090,2023-07-27,11021,PROD0194,31,172.14,5336.339999999999,Bank Transfer,Completed
SALE00119,CUST069,2023-04-29,4959,PROD0047,43,156.43,6726.490000000001,Cash,Pending
SALE00561,CUST037,2024-07-14,9283,PROD0291,19,215.1,4086.9,Bank Transfer,Completed
SALE00753,CUST027,2025-01-22,7286,PROD0009,30,167.83,5034.900000000001,Cash,Completed
SALE00336,CUST055,2023-12-02,8220,PROD0344,15,106.61,1599.15,Bank Transfer,Pending
SALE00507,CUST075,2024-05-21,6086,PROD0414,1,476.87,476.87,Bank Transfer,Completed
SALE00378,CUST055,2024-01-13,4299,PROD0475,26,158.01,4108.26,Cash,Pending
SALE00858,CUST032,2025-05-07,9186,PROD0487,49,490.45,24032.05,Cash,Completed
SALE00664,CUST018,2024-10-25,6403,PROD0421,47,16.23,762.8100000000001,Credit Card,Pending
SALE00727,CUST021,2024-12-27,1671,PROD0463,15,256.0,3840.0,Cash,Completed
SALE00657,CUST088,2024-10-18,11379,PROD0274,11,279.55,3075.05,Bank Transfer,Pending
SALE00185,CUST076,2023-07-04,963,PROD0424,42,192.7,8093.4,Bank Transfer,Completed
SALE00924,CUST011,2025-07-12,3819,PROD0151,29,92.74,2689.46,Bank Transfer,Completed
SALE00846,CUST098,2025-04-25,12426,PROD0175,7,103.68,725.76,Bank Transfer,Completed
SALE00055,CUST096,2023-02-24,14456,PROD0075,42,109.81,4612.02,Credit Card,Pending
SALE00109,CUST049,2023-04-19,6539,PROD0367,14,349.67,4895.38,Cash,Pending
SALE00036,CUST079,2023-02-05,9374,PROD0231,21,481.99,10121.79,Bank Transfer,Completed
SALE00463,CUST059,2024-04-07,3270,PROD0377,29,258.35,7492.150000000001,Cash,Pending
SALE00936,CUST082,2025-07-24,7412,PROD0343,16,372.47,5959.52,Cash,Completed
SALE00282,CUST003,2023-10-09,5272,PROD0495,9,434.55,3910.9500000000003,Bank Transfer,Pending
SALE00714,CUST031,2024-12-14,828,PROD0251,8,193.88,1551.04,Bank Transfer,Pending
SALE00044,CUST084,2023-02-13,2834,PROD0441,34,162.86,5537.240000000001,Bank Transfer,Pending
SALE00717,CUST076,2024-12-17,11100,PROD0271,17,425.54,7234.18,Credit Card,Completed
SALE00539,CUST050,2024-06-22,11553,PROD0306,32,97.11,3107.52,Bank Transfer,Pending
SALE00461,CUST072,2024-04-05,12568,PROD0088,33,433.7,14312.1,Bank Transfer,Pending
SALE00410,CUST098,2024-02-14,4596,PROD0240,37,175.24,6483.88,Credit Card,Completed
SALE00279,CUST052,2023-10-06,11766,PROD0401,44,88.05,3874.2,Bank Transfer,Pending
SALE00639,CUST066,2024-09-30,7521,PROD0423,45,43.93,1976.85,Cash,Pending
SALE00957,CUST027,2025-08-14,2971,PROD0347,10,64.27,642.6999999999999,Cash,Pending
SALE00211,CUST077,2023-07-30,11352,PROD0012,36,81.42,2931.12,Credit Card,Completed
SALE00588,CUST076,2024-08-10,2031,PROD0304,17,75.24,1279.08,Bank Transfer,Pending
SALE00058,CUST005,2023-02-27,5493,PROD0442,29,232.31,6736.99,Cash,Completed
SALE00501,CUST052,2024-05-15,7443,PROD0286,2,163.73,327.46,Bank Transfer,Completed
SALE00438,CUST084,2024-03-13,8096,PROD0328,9,53.5,481.5,Cash,Pending
SALE00129,CUST066,2023-05-09,2668,PROD0019,47,394.08,18521.76,Cash,Completed
SALE00677,CUST075,2024-11-07,5832,PROD0098,43,36.39,1564.77,Cash,Pending
SALE00150,CUST050,2023-05-30,14251,PROD0030,38,251.71,9564.98,Credit Card,Completed
SALE00672,CUST040,2024-11-02,9860,PROD0068,19,118.32,2248.08,Credit Card,Pending
SALE00081,CUST043,2023-03-22,1685,PROD0095,8,343.42,2747.36,Credit Card,Pending
SALE00670,CUST064,2024-10-31,12038,PROD0378,47,276.57,12998.789999999999,Bank Transfer,Completed
SALE00865,CUST084,2025-05-14,12577,PROD0428,49,120.81,5919.6900000000005,Bank Transfer,Completed
SALE00946,CUST057,2025-08-03,7814,PROD0466,42,73.61,3091.62,Credit Card,Completed
SALE00002,CUST044,2023-01-02,960,PROD0027,19,387.72,7366.68,Bank Transfer,Completed
SALE00630,CUST084,2024-09-21,13615,PROD0249,22,262.18,5767.96,Bank Transfer,Completed
SALE00016,CUST062,2023-01-16,11463,PROD0453,34,197.97,6730.98,Cash,Pending
SALE00871,CUST017,2025-05-20,923,PROD0375,35,57.81,2023.3500000000001,Cash,Pending
SALE00452,CUST015,2024-03-27,3544,PROD0358,27,487.34,13158.179999999998,Credit Card,Pending
SALE00162,CUST027,2023-06-11,11065,PROD0333,44,370.32,16294.08,Cash,Completed
SALE00108,CUST024,2023-04-18,7969,PROD0410,49,108.42,5312.58,Cash,Pending
SALE00640,CUST030,2024-10-01,10049,PROD0393,7,480.31,3362.17,Cash,Pending
SALE00391,CUST090,2024-01-26,12069,PROD0342,26,97.44,2533.44,Bank Transfer,Completed
SALE00535,CUST023,2024-06-18,4246,PROD0441,47,93.63,4400.61,Credit Card,Pending
SALE00712,CUST056,2024-12-12,7643,PROD0443,24,311.34,7472.16,Credit Card,Completed
SALE00649,CUST097,2024-10-10,7005,PROD0117,43,265.18,11402.74,Credit Card,Pending
SALE00818,CUST004,2025-03-28,11528,PROD0481,45,395.69,17806.05,Bank Transfer,Completed
SALE00794,CUST048,2025-03-04,9024,PROD0427,13,194.69,2530.97,Bank Transfer,Pending
SALE00054,CUST021,2023-02-23,8938,PROD0126,30,88.03,2640.9,Cash,Completed
SALE00061,CUST050,2023-03-02,10655,PROD0300,17,400.43,6807.31,Credit Card,Pending
SALE00876,CUST081,2025-05-25,2205,PROD0338,32,395.62,12659.84,Cash,Pending
SALE00655,CUST025,2024-10-16,9640,PROD0172,11,56.56,622.1600000000001,Bank Transfer,Completed
SALE00219,CUST075,2023-08-07,5550,PROD0394,4,184.8,739.2,Credit Card,Pending
SALE00778,CUST014,2025-02-16,3736,PROD0012,29,376.14,10908.06,Cash,Pending
SALE00321,CUST069,2023-11-17,8438,PROD0429,25,268.05,6701.25,Cash,Completed
SALE00993,CUST100,2025-09-19,9960,PROD0142,34,176.79,6010.86,Credit Card,Completed
SALE00114,CUST079,2023-04-24,978,PROD0225,26,70.87,1842.6200000000001,Cash,Completed
SALE00661,CUST087,2024-10-22,14693,PROD0210,40,464.88,18595.2,Bank Transfer,Pending
SALE00647,CUST085,2024-10-08,11543,PROD0235,46,248.15,11414.9,Cash,Pending
SALE00761,CUST058,2025-01-30,4460,PROD0226,31,264.95,8213.449999999999,Bank Transfer,Completed
SALE00110,CUST096,2023-04-20,7992,PROD0306,26,412.51,10725.26,Bank Transfer,Completed
SALE00207,CUST056,2023-07-26,10917,PROD0078,3,226.59,679.77,Cash,Pending
SALE00471,CUST016,2024-04-15,6202,PROD0118,17,127.14,2161.38,Credit Card,Completed
SALE00398,CUST025,2024-02-02,8452,PROD0346,18,38.64,695.52,Bank Transfer,Completed
SALE00294,CUST056,2023-10-21,12788,PROD0335,37,165.43,6120.91,Cash,Pending
SALE00667,CUST099,2024-10-28,1787,PROD0364,5,165.29,826.4499999999999,Credit Card,Completed
SALE00122,CUST083,2023-05-02,8784,PROD0106,26,316.4,8226.4,Bank Transfer,Pending
SALE00961,CUST007,2025-08-18,13264,PROD0245,39,329.32,12843.48,Credit Card,Pending
SALE00777,CUST017,2025-02-15,7751,PROD0306,4,495.65,1982.6,Bank Transfer,Completed
SALE00158,CUST032,2023-06-07,9096,PROD0444,17,480.78,8173.259999999999,Credit Card,Completed
SALE00543,CUST072,2024-06-26,7609,PROD0161,46,122.16,5619.36,Bank Transfer,Pending
SALE00812,CUST040,2025-03-22,11285,PROD0111,20,16.57,331.4,Credit Card,Completed
SALE00425,CUST059,2024-02-29,8854,PROD0427,46,142.86,6571.56,Credit Card,Pending
SALE00606,CUST073,2024-08-28,13091,PROD0181,46,61.79,2842.34,Cash,Pending
