SaleID,Customer ID,SaleDate,Invoice Date,Payment Date,Invoice Amount,Payment Amount,Due Date,Invoice Amount,QuantitySold,UnitPrice,TransactionID,TransactionDate,TransactionType,Amount,Category,Description
SALE00140,CUST098,2023-05-20,2023-11-16,2023-07-21,58698.02,49404.41,2023-03-23,58698.02,140,240.39,TXN00140,2023-05-20,Cash Inflow,181600,Financing Activities,Transaction 140
SALE00141,CUST055,2023-05-21,2023-09-24,2023-06-02,33874.47,38541.82,2023-09-18,33874.47,42,374.7,TXN00141,2023-05-21,Cash Outflow,4812,Operating Activities,Transaction 141
SALE00142,CUST028,2023-05-22,2023-09-12,2023-06-23,40126.62,49207.75,2023-01-11,40126.62,33,437.2,TXN00142,2023-05-22,Cash Inflow,192742,Investing Activities,Transaction 142
SALE00143,CUST069,2023-05-23,2023-06-24,2023-06-04,68326.20999999999,60165.27,2023-11-21,68326.20999999999,517,222.49,TXN00143,2023-05-23,Cash Outflow,6105,Operating Activities,Transaction 143
SALE00144,CUST063,2023-05-24,2023-06-25,2023-07-06,18569.989999999998,27450.88,2023-09-13,18569.989999999998,138,31.39,TXN00144,2023-05-24,Cash Outflow,81078,Financing Activities,Transaction 144
SALE00145,CUST059,2023-05-25,2023-03-16,2023-12-04,61055.39,62485.46,2023-11-16,61055.39,506,89.22,TXN00145,2023-05-25,Cash Outflow,101387,Investing Activities,Transaction 145
SALE00146,CUST005,2023-05-26,2023-04-30,2023-06-24,40888.37,61127.29,2023-04-05,40888.37,387,20.22,TXN00146,2023-05-26,Cash Inflow,77850,Financing Activities,Transaction 146
SALE00147,CUST051,2023-05-27,2023-07-15,2023-01-14,52364.69,47428.85,2023-12-28,52364.69,423,330.1,TXN00147,2023-05-27,Cash Inflow,23625,Investing Activities,Transaction 147
SALE00148,CUST021,2023-05-28,2023-04-02,2023-10-16,89729.16,79997.27,2023-07-09,89729.16,675,172.83,TXN00148,2023-05-28,Cash Inflow,179685,Operating Activities,Transaction 148
SALE00149,CUST012,2023-05-29,2023-03-20,2023-07-25,64339.85,71643.98,2023-05-14,64339.85,234,275.81,TXN00149,2023-05-29,Cash Inflow,211185,Financing Activities,Transaction 149
SALE00150,CUST050,2023-05-30,2023-08-28,2023-08-24,78683.42,81790.71,2023-08-10,78683.42,532,251.71,TXN00150,2023-05-30,Cash Outflow,241472,Financing Activities,Transaction 150
SALE00151,CUST004,2023-05-31,2023-05-22,2023-04-08,91738.51,71592.7,2023-02-28,91738.51,490,49.95,TXN00151,2023-05-31,Cash Inflow,102326,Investing Activities,Transaction 151
SALE00152,CUST042,2023-06-01,2023-05-19,2023-10-12,81134.85,67368.16,2023-06-22,81134.85,225,207.6,TXN00152,2023-06-01,Cash Inflow,76815,Financing Activities,Transaction 152
SALE00153,CUST084,2023-06-02,2023-04-11,2023-02-21,38249.73,47072.64,2023-05-13,38249.73,175,118.07,TXN00153,2023-06-02,Cash Inflow,108738,Investing Activities,Transaction 153
SALE00154,CUST038,2023-06-03,2023-08-17,2023-08-09,77342.49,80071.72,2023-04-26,77342.49,555,215.02,TXN00154,2023-06-03,Cash Inflow,211845,Investing Activities,Transaction 154
SALE00155,CUST025,2023-06-04,2023-01-11,2023-06-10,45629.729999999996,41726.18,2023-02-06,45629.729999999996,308,109.75,TXN00155,2023-06-04,Cash Inflow,61886,Investing Activities,Transaction 155
SALE00156,CUST014,2023-06-05,2023-09-06,2023-03-07,43946.33,48109.76,2023-11-25,43946.33,70,421.82,TXN00156,2023-06-05,Cash Outflow,39354,Investing Activities,Transaction 156
SALE00157,CUST075,2023-06-06,2023-04-04,2023-04-16,33891.44,32391.100000000002,2023-01-17,33891.44,273,95.35,TXN00157,2023-06-06,Cash Inflow,129710,Operating Activities,Transaction 157
SALE00158,CUST032,2023-06-07,2023-03-30,2023-01-06,80815.27,88414.34,2023-06-28,80815.27,255,480.78,TXN00158,2023-06-07,Cash Outflow,267030,Investing Activities,Transaction 158
SALE00159,CUST011,2023-06-08,2023-07-22,2023-05-25,38055.71,31996.71,2023-02-25,38055.71,312,213.79,TXN00159,2023-06-08,Cash Inflow,157448,Financing Activities,Transaction 159
SALE00160,CUST061,2023-06-09,2023-06-28,2023-01-15,49205.41,60727.63,2023-08-15,49205.41,220,424.66,TXN00160,2023-06-09,Cash Outflow,63700,Operating Activities,Transaction 160
SALE00161,CUST018,2023-06-10,2023-12-18,2023-07-23,55292.41,58203.32,2023-10-19,55292.41,286,318.09,TXN00161,2023-06-10,Cash Inflow,22341,Financing Activities,Transaction 161
SALE00162,CUST027,2023-06-11,2023-08-02,2023-06-03,84024.76,75951.49,2023-11-27,84024.76,616,370.32,TXN00162,2023-06-11,Cash Inflow,121408,Operating Activities,Transaction 162
SALE00163,CUST055,2023-06-12,2023-09-24,2023-06-02,33874.47,38541.82,2023-09-18,33874.47,150,386.18,TXN00163,2023-06-12,Cash Outflow,49038,Investing Activities,Transaction 163
SALE00164,CUST054,2023-06-13,2023-02-27,2023-12-20,39563.22,49626.28,2023-02-20,39563.22,119,257.37,TXN00164,2023-06-13,Cash Outflow,51674,Operating Activities,Transaction 164
SALE00165,CUST082,2023-06-14,2023-09-09,2023-09-18,51399.909999999996,48670.06,2023-08-17,51399.909999999996,117,276.22,TXN00165,2023-06-14,Cash Outflow,21654,Operating Activities,Transaction 165
SALE00166,CUST087,2023-06-15,2023-01-26,2023-09-15,41904.55,51831.380000000005,2023-10-30,41904.55,200,261.86,TXN00166,2023-06-15,Cash Inflow,35860,Financing Activities,Transaction 166
SALE00167,CUST075,2023-06-16,2023-04-04,2023-04-16,33891.44,32391.100000000002,2023-01-17,33891.44,175,298.15,TXN00167,2023-06-16,Cash Outflow,98021,Financing Activities,Transaction 167
SALE00168,CUST021,2023-06-17,2023-04-02,2023-10-16,89729.16,79997.27,2023-07-09,89729.16,60,24.4,TXN00168,2023-06-17,Cash Inflow,129780,Investing Activities,Transaction 168
SALE00169,CUST044,2023-06-18,2023-12-11,2023-09-10,17892.84,23899.73,2023-09-29,17892.84,60,203.8,TXN00169,2023-06-18,Cash Inflow,37500,Operating Activities,Transaction 169
SALE00170,CUST005,2023-06-19,2023-04-30,2023-06-24,40888.37,61127.29,2023-04-05,40888.37,27,307.03,TXN00170,2023-06-19,Cash Outflow,119448,Operating Activities,Transaction 170
SALE00171,CUST087,2023-06-20,2023-01-26,2023-09-15,41904.55,51831.380000000005,2023-10-30,41904.55,410,302.88,TXN00171,2023-06-20,Cash Outflow,107670,Operating Activities,Transaction 171
SALE00172,CUST041,2023-06-21,2023-09-25,2023-11-14,17442.17,17453.14,2023-12-22,17442.17,180,398.55,TXN00172,2023-06-21,Cash Inflow,6248,Investing Activities,Transaction 172
SALE00173,CUST059,2023-06-22,2023-03-16,2023-12-04,61055.39,62485.46,2023-11-16,61055.39,198,330.95,TXN00173,2023-06-22,Cash Inflow,207460,Investing Activities,Transaction 173
SALE00174,CUST089,2023-06-23,2023-11-25,2023-10-06,42695.1,24343.09,2023-02-14,42695.1,282,496.15,TXN00174,2023-06-23,Cash Outflow,109080,Investing Activities,Transaction 174
SALE00175,CUST054,2023-06-24,2023-02-27,2023-12-20,39563.22,49626.28,2023-02-20,39563.22,252,149.09,TXN00175,2023-06-24,Cash Outflow,47103,Investing Activities,Transaction 175
SALE00176,CUST074,2023-06-25,2023-05-15,2023-07-10,29881.460000000003,27693.14,2023-04-13,29881.460000000003,282,185.98,TXN00176,2023-06-25,Cash Outflow,102054,Investing Activities,Transaction 176
SALE00177,CUST022,2023-06-26,2023-02-07,2023-06-02,45090.32,47396.95,2023-04-15,45090.32,176,198.09,TXN00177,2023-06-26,Cash Inflow,125176,Financing Activities,Transaction 177
SALE00178,CUST083,2023-06-27,2023-06-18,2023-10-06,54370.66,53799.590000000004,2023-08-21,54370.66,408,238.25,TXN00178,2023-06-27,Cash Inflow,61584,Operating Activities,Transaction 178
SALE00179,CUST065,2023-06-28,2023-03-10,2023-12-12,69728.94,54555.14,2023-11-20,69728.94,470,419.64,TXN00179,2023-06-28,Cash Inflow,67880,Operating Activities,Transaction 179
SALE00180,CUST064,2023-06-29,2023-10-25,2023-11-30,51270.67,45600.7,2023-08-26,51270.67,72,125.54,TXN00180,2023-06-29,Cash Inflow,36864,Operating Activities,Transaction 180
SALE00181,CUST071,2023-06-30,2023-07-21,2023-11-06,47666.2,52730.51,2023-12-14,47666.2,400,390.24,TXN00181,2023-06-30,Cash Inflow,119750,Operating Activities,Transaction 181
SALE00182,CUST004,2023-07-01,2023-05-22,2023-04-08,91738.51,71592.7,2023-02-28,91738.51,686,208.6,TXN00182,2023-07-01,Cash Inflow,93352,Operating Activities,Transaction 182
SALE00183,CUST065,2023-07-02,2023-03-10,2023-12-12,69728.94,54555.14,2023-11-20,69728.94,440,304.91,TXN00183,2023-07-02,Cash Outflow,102950,Operating Activities,Transaction 183
SALE00184,CUST015,2023-07-03,2023-09-21,2023-09-15,28619.02,55478.62,2023-01-31,28619.02,152,319.94,TXN00184,2023-07-03,Cash Inflow,64488,Operating Activities,Transaction 184
SALE00185,CUST076,2023-07-04,2023-04-29,2023-06-02,61813.47,57332.7,2023-10-20,61813.47,420,192.7,TXN00185,2023-07-04,Cash Inflow,87580,Operating Activities,Transaction 185
SALE00186,CUST022,2023-07-05,2023-02-07,2023-06-02,45090.32,47396.95,2023-04-15,45090.32,328,261.18,TXN00186,2023-07-05,Cash Inflow,136928,Financing Activities,Transaction 186
SALE00187,CUST086,2023-07-06,2023-08-18,2023-04-14,48014.74,47511.53,2023-01-15,48014.74,333,212.39,TXN00187,2023-07-06,Cash Outflow,61839,Operating Activities,Transaction 187
SALE00188,CUST047,2023-07-07,2023-05-03,2023-12-20,42250.76,38453.67,2023-12-28,42250.76,48,43.88,TXN00188,2023-07-07,Cash Inflow,118952,Financing Activities,Transaction 188
SALE00189,CUST081,2023-07-08,2023-12-30,2023-03-19,58854.659999999996,65939.7,2023-01-07,58854.659999999996,286,224.21,TXN00189,2023-07-08,Cash Inflow,147510,Investing Activities,Transaction 189
SALE00190,CUST093,2023-07-09,2023-11-06,2023-07-21,32409.46,37029.52,2023-10-06,32409.46,238,57.72,TXN00190,2023-07-09,Cash Outflow,59101,Operating Activities,Transaction 190
SALE00191,CUST046,2023-07-10,2023-09-06,2023-12-07,26529.85,30986.059999999998,2023-12-20,26529.85,315,208.46,TXN00191,2023-07-10,Cash Inflow,88893,Investing Activities,Transaction 191
SALE00192,CUST014,2023-07-11,2023-09-06,2023-03-07,43946.33,48109.76,2023-11-25,43946.33,42,300.53,TXN00192,2023-07-11,Cash Inflow,113596,Investing Activities,Transaction 192
SALE00193,CUST050,2023-07-12,2023-08-28,2023-08-24,78683.42,81790.71,2023-08-10,78683.42,518,293.91,TXN00193,2023-07-12,Cash Inflow,101332,Investing Activities,Transaction 193
SALE00194,CUST020,2023-07-13,2023-10-11,2023-11-16,52941.2,36576.92,2023-12-13,52941.2,297,334.68,TXN00194,2023-07-13,Cash Inflow,147717,Financing Activities,Transaction 194
SALE00195,CUST050,2023-07-14,2023-08-28,2023-08-24,78683.42,81790.71,2023-08-10,78683.42,308,56.68,TXN00195,2023-07-14,Cash Inflow,41608,Investing Activities,Transaction 195
SALE00196,CUST033,2023-07-15,2023-09-27,2023-03-13,38304.8,42288.35,2023-10-23,38304.8,168,329.54,TXN00196,2023-07-15,Cash Outflow,156984,Investing Activities,Transaction 196
SALE00197,CUST059,2023-07-16,2023-03-16,2023-12-04,61055.39,62485.46,2023-11-16,61055.39,66,162.95,TXN00197,2023-07-16,Cash Outflow,177969,Investing Activities,Transaction 197
SALE00198,CUST043,2023-07-17,2023-09-14,2023-03-06,59017.54,55338.5,2023-11-11,59017.54,72,205.53,TXN00198,2023-07-17,Cash Outflow,27132,Operating Activities,Transaction 198
SALE00199,CUST079,2023-07-18,2023-09-11,2023-01-24,26711.420000000002,20850.58,2023-07-19,26711.420000000002,288,430.41,TXN00199,2023-07-18,Cash Inflow,64002,Operating Activities,Transaction 199
SALE00200,CUST012,2023-07-19,2023-03-20,2023-07-25,64339.85,71643.98,2023-05-14,64339.85,52,14.42,TXN00200,2023-07-19,Cash Inflow,143702,Financing Activities,Transaction 200
SALE00201,CUST040,2023-07-20,2023-08-01,2023-10-18,42503.47,41455.94,2023-08-19,42503.47,270,298.32,TXN00201,2023-07-20,Cash Inflow,159840,Financing Activities,Transaction 201
SALE00202,CUST020,2023-07-21,2023-10-11,2023-11-16,52941.2,36576.92,2023-12-13,52941.2,99,303.37,TXN00202,2023-07-21,Cash Outflow,132993,Operating Activities,Transaction 202
SALE00203,CUST094,2023-07-22,2023-06-05,2023-05-02,76021.94,78405.37,2023-03-16,76021.94,390,204.36,TXN00203,2023-07-22,Cash Inflow,56056,Financing Activities,Transaction 203
SALE00204,CUST038,2023-07-23,2023-08-17,2023-08-09,77342.49,80071.72,2023-04-26,77342.49,465,126.14,TXN00204,2023-07-23,Cash Inflow,275160,Operating Activities,Transaction 204
SALE00205,CUST003,2023-07-24,2023-07-25,2023-08-27,86558.03,89401.25,2023-08-12,86558.03,360,124.99,TXN00205,2023-07-24,Cash Outflow,279255,Investing Activities,Transaction 205
SALE00206,CUST028,2023-07-25,2023-09-12,2023-06-23,40126.62,49207.75,2023-01-11,40126.62,99,443.02,TXN00206,2023-07-25,Cash Inflow,23155,Investing Activities,Transaction 206
SALE00207,CUST056,2023-07-26,2023-02-01,2023-01-31,45588.270000000004,45956.3,2023-06-03,45588.270000000004,21,226.59,TXN00207,2023-07-26,Cash Outflow,42854,Financing Activities,Transaction 207
SALE00208,CUST090,2023-07-27,2023-07-01,2023-06-21,63180.81,51508.06,2023-07-13,63180.81,310,172.14,TXN00208,2023-07-27,Cash Outflow,72670,Operating Activities,Transaction 208
SALE00209,CUST094,2023-07-28,2023-06-05,2023-05-02,76021.94,78405.37,2023-03-16,76021.94,520,229.9,TXN00209,2023-07-28,Cash Outflow,157469,Operating Activities,Transaction 209
SALE00210,CUST013,2023-07-29,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,28898.899999999998,222,338.0,TXN00210,2023-07-29,Cash Inflow,66534,Financing Activities,Transaction 210
SALE00211,CUST077,2023-07-30,2023-03-13,2023-05-07,54351.72,47617.9,2023-08-06,54351.72,288,81.42,TXN00211,2023-07-30,Cash Inflow,115344,Operating Activities,Transaction 211
SALE00212,CUST066,2023-07-31,2023-10-02,2023-08-08,52866.84,65907.19,2023-09-06,52866.84,336,230.22,TXN00212,2023-07-31,Cash Inflow,189644,Investing Activities,Transaction 212
SALE00213,CUST037,2023-08-01,2023-01-09,2023-12-05,39262.39,38088.11,2023-01-18,39262.39,217,298.06,TXN00213,2023-08-01,Cash Inflow,21630,Financing Activities,Transaction 213
SALE00214,CUST049,2023-08-02,2023-04-10,2023-12-02,96116.34,74290.45999999999,2023-03-08,96116.34,84,474.81,TXN00214,2023-08-02,Cash Inflow,251258,Financing Activities,Transaction 214
SALE00215,CUST066,2023-08-03,2023-10-02,2023-08-08,52866.84,65907.19,2023-09-06,52866.84,28,133.74,TXN00215,2023-08-03,Cash Inflow,67536,Operating Activities,Transaction 215
SALE00216,CUST036,2023-08-04,2023-11-28,2023-03-16,73662.28,78530.96,2023-03-16,73662.28,280,186.03,TXN00216,2023-08-04,Cash Inflow,158018,Financing Activities,Transaction 216
SALE00217,CUST054,2023-08-05,2023-02-27,2023-12-20,39563.22,49626.28,2023-02-20,39563.22,196,195.89,TXN00217,2023-08-05,Cash Outflow,67277,Operating Activities,Transaction 217
SALE00218,CUST026,2023-08-06,2023-07-13,2023-03-21,29102.75,35738.69,2023-11-17,29102.75,55,306.71,TXN00218,2023-08-06,Cash Inflow,29210,Operating Activities,Transaction 218
SALE00219,CUST075,2023-08-07,2023-04-04,2023-04-16,33891.44,32391.100000000002,2023-01-17,33891.44,28,184.8,TXN00219,2023-08-07,Cash Outflow,118223,Operating Activities,Transaction 219
SALE00220,CUST072,2023-08-08,2023-06-16,2023-05-12,59480.26,48962.630000000005,2023-12-21,59480.26,165,271.42,TXN00220,2023-08-08,Cash Inflow,100749,Operating Activities,Transaction 220
SALE00221,CUST040,2023-08-09,2023-08-01,2023-10-18,42503.47,41455.94,2023-08-19,42503.47,54,393.08,TXN00221,2023-08-09,Cash Inflow,130887,Operating Activities,Transaction 221
SALE00222,CUST043,2023-08-10,2023-09-14,2023-03-06,59017.54,55338.5,2023-11-11,59017.54,588,355.64,TXN00222,2023-08-10,Cash Inflow,112044,Financing Activities,Transaction 222
SALE00223,CUST022,2023-08-11,2023-02-07,2023-06-02,45090.32,47396.95,2023-04-15,45090.32,240,228.72,TXN00223,2023-08-11,Cash Outflow,4936,Investing Activities,Transaction 223
SALE00224,CUST020,2023-08-12,2023-10-11,2023-11-16,52941.2,36576.92,2023-12-13,52941.2,342,433.47,TXN00224,2023-08-12,Cash Outflow,129753,Investing Activities,Transaction 224
SALE00225,CUST008,2023-08-13,2023-09-15,2023-08-07,78145.97,68514.32,2023-07-07,78145.97,26,283.49,TXN00225,2023-08-13,Cash Outflow,252655,Financing Activities,Transaction 225
SALE00226,CUST029,2023-08-14,2023-02-08,2023-08-10,29938.3,37134.09,2023-07-21,29938.3,120,274.55,TXN00226,2023-08-14,Cash Outflow,118472,Financing Activities,Transaction 226
SALE00227,CUST040,2023-08-15,2023-08-01,2023-10-18,42503.47,41455.94,2023-08-19,42503.47,99,26.75,TXN00227,2023-08-15,Cash Inflow,123606,Investing Activities,Transaction 227
SALE00228,CUST090,2023-08-16,2023-07-01,2023-06-21,63180.81,51508.06,2023-07-13,63180.81,80,493.48,TXN00228,2023-08-16,Cash Outflow,60600,Investing Activities,Transaction 228
SALE00229,CUST030,2023-08-17,2023-12-26,2023-10-17,76021.64,74168.39,2023-06-20,76021.64,364,70.26,TXN00229,2023-08-17,Cash Inflow,18844,Investing Activities,Transaction 229
SALE00230,CUST081,2023-08-18,2023-12-30,2023-03-19,58854.659999999996,65939.7,2023-01-07,58854.659999999996,495,123.25,TXN00230,2023-08-18,Cash Inflow,125994,Investing Activities,Transaction 230
SALE00231,CUST084,2023-08-19,2023-04-11,2023-02-21,38249.73,47072.64,2023-05-13,38249.73,308,35.33,TXN00231,2023-08-19,Cash Outflow,99421,Investing Activities,Transaction 231
SALE00232,CUST055,2023-08-20,2023-09-24,2023-06-02,33874.47,38541.82,2023-09-18,33874.47,30,323.6,TXN00232,2023-08-20,Cash Outflow,95310,Operating Activities,Transaction 232
SALE00233,CUST016,2023-08-21,2023-02-13,2023-06-12,22541.61,35506.28,2023-04-25,22541.61,42,120.1,TXN00233,2023-08-21,Cash Outflow,99722,Financing Activities,Transaction 233
SALE00234,CUST046,2023-08-22,2023-09-06,2023-12-07,26529.85,30986.059999999998,2023-12-20,26529.85,182,98.21,TXN00234,2023-08-22,Cash Outflow,48783,Operating Activities,Transaction 234
SALE00235,CUST062,2023-08-23,2023-11-18,2023-01-08,61982.12,59561.68,2023-06-11,61982.12,44,53.39,TXN00235,2023-08-23,Cash Outflow,108163,Investing Activities,Transaction 235
SALE00236,CUST007,2023-08-24,2023-05-17,2023-08-20,75486.02,87075.77,2023-05-15,75486.02,247,60.62,TXN00236,2023-08-24,Cash Outflow,222404,Investing Activities,Transaction 236
SALE00237,CUST080,2023-08-25,2023-12-05,2023-04-18,54176.76,53505.47,2023-11-05,54176.76,180,296.49,TXN00237,2023-08-25,Cash Outflow,119871,Investing Activities,Transaction 237
SALE00238,CUST045,2023-08-26,2023-05-02,2023-09-15,15444.67,21759.89,2023-01-28,15444.67,198,347.22,TXN00238,2023-08-26,Cash Outflow,28248,Operating Activities,Transaction 238
SALE00239,CUST059,2023-08-27,2023-03-16,2023-12-04,61055.39,62485.46,2023-11-16,61055.39,220,204.72,TXN00239,2023-08-27,Cash Inflow,74613,Operating Activities,Transaction 239
SALE00240,CUST056,2023-08-28,2023-02-01,2023-01-31,45588.270000000004,45956.3,2023-06-03,45588.270000000004,343,245.15,TXN00240,2023-08-28,Cash Outflow,17836,Investing Activities,Transaction 240
SALE00241,CUST048,2023-08-29,2023-04-02,2023-08-19,60478.92,56313.81,2023-03-03,60478.92,132,346.12,TXN00241,2023-08-29,Cash Outflow,74063,Operating Activities,Transaction 241
SALE00242,CUST027,2023-08-30,2023-08-02,2023-06-03,84024.76,75951.49,2023-11-27,84024.76,658,18.52,TXN00242,2023-08-30,Cash Inflow,188174,Operating Activities,Transaction 242
SALE00243,CUST053,2023-08-31,2023-08-10,2023-05-31,62128.03,50952.21,2023-02-01,62128.03,10,168.33,TXN00243,2023-08-31,Cash Outflow,131070,Investing Activities,Transaction 243
SALE00244,CUST087,2023-09-01,2023-01-26,2023-09-15,41904.55,51831.380000000005,2023-10-30,41904.55,260,486.82,TXN00244,2023-09-01,Cash Inflow,102650,Operating Activities,Transaction 244
SALE00245,CUST088,2023-09-02,2023-11-07,2023-08-29,93185.69,80130.38,2023-08-10,93185.69,252,294.25,TXN00245,2023-09-02,Cash Inflow,41904,Financing Activities,Transaction 245
SALE00246,CUST073,2023-09-03,2023-04-27,2023-05-19,59459.01,77551.77,2023-01-08,59459.01,456,134.57,TXN00246,2023-09-03,Cash Outflow,29004,Financing Activities,Transaction 246
SALE00247,CUST035,2023-09-04,2023-04-08,2023-10-21,55332.61,47434.53,2023-10-16,55332.61,370,265.65,TXN00247,2023-09-04,Cash Inflow,74880,Financing Activities,Transaction 247
SALE00248,CUST051,2023-09-05,2023-07-15,2023-01-14,52364.69,47428.85,2023-12-28,52364.69,99,177.9,TXN00248,2023-09-05,Cash Inflow,170190,Financing Activities,Transaction 248
SALE00249,CUST084,2023-09-06,2023-04-11,2023-02-21,38249.73,47072.64,2023-05-13,38249.73,252,270.8,TXN00249,2023-09-06,Cash Inflow,105658,Investing Activities,Transaction 249
SALE00250,CUST037,2023-09-07,2023-01-09,2023-12-05,39262.39,38088.11,2023-01-18,39262.39,91,71.61,TXN00250,2023-09-07,Cash Inflow,94339,Investing Activities,Transaction 250
SALE00251,CUST081,2023-09-08,2023-12-30,2023-03-19,58854.659999999996,65939.7,2023-01-07,58854.659999999996,473,75.03,TXN00251,2023-09-08,Cash Outflow,5599,Investing Activities,Transaction 251
SALE00252,CUST095,2023-09-09,2023-06-23,2023-09-30,49389.65,69434.77,2023-12-12,49389.65,33,80.34,TXN00252,2023-09-09,Cash Inflow,188584,Financing Activities,Transaction 252
SALE00253,CUST057,2023-09-10,2023-08-23,2023-08-19,88660.8,83519.11,2023-04-24,88660.8,429,470.51,TXN00253,2023-09-10,Cash Outflow,134745,Financing Activities,Transaction 253
SALE00254,CUST008,2023-09-11,2023-09-15,2023-08-07,78145.97,68514.32,2023-07-07,78145.97,78,369.12,TXN00254,2023-09-11,Cash Inflow,35347,Operating Activities,Transaction 254
SALE00255,CUST079,2023-09-12,2023-09-11,2023-01-24,26711.420000000002,20850.58,2023-07-19,26711.420000000002,60,89.57,TXN00255,2023-09-12,Cash Inflow,45246,Operating Activities,Transaction 255
SALE00256,CUST095,2023-09-13,2023-06-23,2023-09-30,49389.65,69434.77,2023-12-12,49389.65,55,102.29,TXN00256,2023-09-13,Cash Inflow,208384,Financing Activities,Transaction 256
SALE00257,CUST094,2023-09-14,2023-06-05,2023-05-02,76021.94,78405.37,2023-03-16,76021.94,299,368.11,TXN00257,2023-09-14,Cash Inflow,75231,Financing Activities,Transaction 257
SALE00258,CUST020,2023-09-15,2023-10-11,2023-11-16,52941.2,36576.92,2023-12-13,52941.2,90,86.52,TXN00258,2023-09-15,Cash Outflow,19071,Financing Activities,Transaction 258
SALE00259,CUST053,2023-09-16,2023-08-10,2023-05-31,62128.03,50952.21,2023-02-01,62128.03,440,124.94,TXN00259,2023-09-16,Cash Outflow,90120,Financing Activities,Transaction 259
SALE00260,CUST012,2023-09-17,2023-03-20,2023-07-25,64339.85,71643.98,2023-05-14,64339.85,26,482.04,TXN00260,2023-09-17,Cash Inflow,23946,Operating Activities,Transaction 260
SALE00261,CUST049,2023-09-18,2023-04-10,2023-12-02,96116.34,74290.45999999999,2023-03-08,96116.34,182,135.1,TXN00261,2023-09-18,Cash Inflow,154952,Financing Activities,Transaction 261
SALE00262,CUST017,2023-09-19,2023-05-21,2023-08-25,25929.02,46118.259999999995,2023-05-21,25929.02,320,334.2,TXN00262,2023-09-19,Cash Outflow,157728,Operating Activities,Transaction 262
SALE00263,CUST064,2023-09-20,2023-10-25,2023-11-30,51270.67,45600.7,2023-08-26,51270.67,18,489.53,TXN00263,2023-09-20,Cash Inflow,177372,Financing Activities,Transaction 263
SALE00264,CUST042,2023-09-21,2023-05-19,2023-10-12,81134.85,67368.16,2023-06-22,81134.85,300,193.41,TXN00264,2023-09-21,Cash Inflow,283170,Financing Activities,Transaction 264
SALE00265,CUST094,2023-09-22,2023-06-05,2023-05-02,76021.94,78405.37,2023-03-16,76021.94,13,18.58,TXN00265,2023-09-22,Cash Inflow,191503,Financing Activities,Transaction 265
SALE00266,CUST029,2023-09-23,2023-02-08,2023-08-10,29938.3,37134.09,2023-07-21,29938.3,296,129.63,TXN00266,2023-09-23,Cash Outflow,31920,Operating Activities,Transaction 266
SALE00267,CUST019,2023-09-24,2023-06-27,2023-06-30,60683.57,73103.47,2023-03-04,60683.57,117,417.13,TXN00267,2023-09-24,Cash Outflow,127530,Operating Activities,Transaction 267
SALE00268,CUST011,2023-09-25,2023-07-22,2023-05-25,38055.71,31996.71,2023-02-25,38055.71,136,433.66,TXN00268,2023-09-25,Cash Outflow,67872,Investing Activities,Transaction 268
SALE00269,CUST098,2023-09-26,2023-11-16,2023-07-21,58698.02,49404.41,2023-03-23,58698.02,90,386.57,TXN00269,2023-09-26,Cash Inflow,184880,Financing Activities,Transaction 269
SALE00270,CUST050,2023-09-27,2023-08-28,2023-08-24,78683.42,81790.71,2023-08-10,78683.42,154,65.42,TXN00270,2023-09-27,Cash Inflow,178066,Investing Activities,Transaction 270
SALE00271,CUST071,2023-09-28,2023-07-21,2023-11-06,47666.2,52730.51,2023-12-14,47666.2,150,399.8,TXN00271,2023-09-28,Cash Outflow,7350,Investing Activities,Transaction 271
SALE00272,CUST058,2023-09-29,2023-08-17,2023-08-14,52585.6,51930.979999999996,2023-09-08,52585.6,264,460.15,TXN00272,2023-09-29,Cash Outflow,117271,Operating Activities,Transaction 272
SALE00273,CUST034,2023-09-30,2023-10-28,2023-07-08,41125.86,44087.16,2023-10-02,41125.86,304,304.3,TXN00273,2023-09-30,Cash Outflow,19264,Operating Activities,Transaction 273
SALE00274,CUST020,2023-10-01,2023-10-11,2023-11-16,52941.2,36576.92,2023-12-13,52941.2,315,471.03,TXN00274,2023-10-01,Cash Outflow,81603,Investing Activities,Transaction 274
SALE00275,CUST050,2023-10-02,2023-08-28,2023-08-24,78683.42,81790.71,2023-08-10,78683.42,420,415.15,TXN00275,2023-10-02,Cash Inflow,56420,Financing Activities,Transaction 275
SALE00276,CUST088,2023-10-03,2023-11-07,2023-08-29,93185.69,80130.38,2023-08-10,93185.69,558,336.82,TXN00276,2023-10-03,Cash Outflow,103608,Operating Activities,Transaction 276
SALE00277,CUST010,2023-10-04,2023-09-01,2023-01-30,55289.66,65133.63,2023-04-25,55289.66,490,292.82,TXN00277,2023-10-04,Cash Inflow,195190,Financing Activities,Transaction 277
SALE00278,CUST032,2023-10-05,2023-03-30,2023-01-06,80815.27,88414.34,2023-06-28,80815.27,75,180.8,TXN00278,2023-10-05,Cash Outflow,129930,Financing Activities,Transaction 278
SALE00279,CUST052,2023-10-06,2023-07-28,2023-03-09,55221.17,54755.14,2023-04-17,55221.17,352,88.05,TXN00279,2023-10-06,Cash Inflow,155552,Investing Activities,Transaction 279
