TransactionID,TransactionDate,TransactionType,Amount,Category,Description
TXN00986,2025-09-12,Cash Outflow,14525,Financing Activities,Transaction 986
TXN00479,2024-04-23,Cash Inflow,19422,Investing Activities,Transaction 479
TXN00737,2025-01-06,Cash Outflow,14274,Investing Activities,Transaction 737
TXN00152,2023-06-01,Cash Inflow,5121,Financing Activities,Transaction 152
TXN00249,2023-09-06,Cash Inflow,15094,Investing Activities,Transaction 249
TXN00617,2024-09-08,Cash Inflow,4930,Operating Activities,Transaction 617
TXN00863,2025-05-12,Cash Outflow,11925,Operating Activities,Transaction 863
TXN00855,2025-05-04,Cash Inflow,16835,Investing Activities,Transaction 855
TXN00252,2023-09-09,Cash Inflow,17144,Financing Activities,Transaction 252
TXN00099,2023-04-09,Cash Outflow,12515,Investing Activities,Transaction 99
TXN00769,2025-02-07,Cash Outflow,18588,Operating Activities,Transaction 769
TXN00812,2025-03-22,Cash Inflow,7559,Operating Activities,Transaction 812
TXN00396,2024-01-31,Cash Outflow,12194,Operating Activities,Transaction 396
TXN00111,2023-04-21,Cash Outflow,8972,Financing Activities,Transaction 111
TXN00518,2024-06-01,Cash Outflow,3073,Investing Activities,Transaction 518
TXN00280,2023-10-07,Cash Outflow,5915,Investing Activities,Transaction 280
TXN00092,2023-04-02,Cash Outflow,4664,Operating Activities,Transaction 92
TXN00385,2024-01-20,Cash Inflow,3976,Operating Activities,Transaction 385
TXN00560,2024-07-13,Cash Outflow,3211,Operating Activities,Transaction 560
TXN00359,2023-12-25,Cash Inflow,17229,Operating Activities,Transaction 359
TXN00139,2023-05-19,Cash Inflow,14678,Operating Activities,Transaction 139
TXN00300,2023-10-27,Cash Outflow,6484,Investing Activities,Transaction 300
TXN00991,2025-09-17,Cash Outflow,14018,Financing Activities,Transaction 991
TXN00916,2025-07-04,Cash Outflow,7231,Investing Activities,Transaction 916
TXN00868,2025-05-17,Cash Outflow,17675,Financing Activities,Transaction 868
TXN00866,2025-05-15,Cash Inflow,19940,Operating Activities,Transaction 866
TXN00439,2024-03-14,Cash Inflow,2579,Operating Activities,Transaction 439
TXN00850,2025-04-29,Cash Outflow,19780,Investing Activities,Transaction 850
TXN00512,2024-05-26,Cash Outflow,19563,Operating Activities,Transaction 512
TXN00042,2023-02-11,Cash Inflow,5309,Operating Activities,Transaction 42
TXN00836,2025-04-15,Cash Outflow,3856,Financing Activities,Transaction 836
TXN00964,2025-08-21,Cash Inflow,15813,Operating Activities,Transaction 964
TXN00883,2025-06-01,Cash Inflow,17843,Investing Activities,Transaction 883
TXN00309,2023-11-05,Cash Outflow,18881,Operating Activities,Transaction 309
TXN00342,2023-12-08,Cash Outflow,3391,Financing Activities,Transaction 342
TXN00631,2024-09-22,Cash Inflow,18350,Investing Activities,Transaction 631
TXN00623,2024-09-14,Cash Inflow,18405,Operating Activities,Transaction 623
TXN00768,2025-02-06,Cash Outflow,15188,Financing Activities,Transaction 768
TXN00470,2024-04-14,Cash Outflow,3800,Investing Activities,Transaction 470
TXN00993,2025-09-19,Cash Outflow,7505,Investing Activities,Transaction 993
TXN00069,2023-03-10,Cash Outflow,11970,Investing Activities,Transaction 69
TXN00901,2025-06-19,Cash Inflow,17000,Operating Activities,Transaction 901
TXN00278,2023-10-05,Cash Outflow,8662,Financing Activities,Transaction 278
TXN00224,2023-08-12,Cash Outflow,14417,Investing Activities,Transaction 224
TXN00616,2024-09-07,Cash Inflow,12545,Operating Activities,Transaction 616
TXN00739,2025-01-08,Cash Inflow,17838,Investing Activities,Transaction 739
TXN00472,2024-04-16,Cash Outflow,7718,Investing Activities,Transaction 472
TXN00059,2023-02-28,Cash Inflow,17654,Operating Activities,Transaction 59
TXN00077,2023-03-18,Cash Outflow,7449,Operating Activities,Transaction 77
TXN00285,2023-10-12,Cash Outflow,9564,Investing Activities,Transaction 285
TXN00663,2024-10-24,Cash Inflow,13484,Financing Activities,Transaction 663
TXN00658,2024-10-19,Cash Inflow,9505,Financing Activities,Transaction 658
TXN00274,2023-10-01,Cash Outflow,9067,Investing Activities,Transaction 274
TXN00802,2025-03-12,Cash Outflow,15249,Investing Activities,Transaction 802
TXN00134,2023-05-14,Cash Inflow,10978,Investing Activities,Transaction 134
TXN00939,2025-07-27,Cash Outflow,605,Investing Activities,Transaction 939
TXN00911,2025-06-29,Cash Inflow,713,Financing Activities,Transaction 911
TXN00531,2024-06-14,Cash Inflow,5975,Financing Activities,Transaction 531
TXN00755,2025-01-24,Cash Outflow,10016,Investing Activities,Transaction 755
TXN00170,2023-06-19,Cash Outflow,13272,Operating Activities,Transaction 170
TXN00037,2023-02-06,Cash Outflow,6489,Investing Activities,Transaction 37
TXN00935,2025-07-23,Cash Outflow,18593,Operating Activities,Transaction 935
TXN00122,2023-05-02,Cash Inflow,14216,Operating Activities,Transaction 122
TXN00707,2024-12-07,Cash Outflow,17820,Operating Activities,Transaction 707
TXN00515,2024-05-29,Cash Outflow,5331,Operating Activities,Transaction 515
TXN00245,2023-09-02,Cash Inflow,2328,Financing Activities,Transaction 245
TXN00399,2024-02-03,Cash Outflow,4712,Investing Activities,Transaction 399
TXN00125,2023-05-05,Cash Inflow,17407,Financing Activities,Transaction 125
TXN00315,2023-11-11,Cash Inflow,18086,Operating Activities,Transaction 315
TXN00615,2024-09-06,Cash Outflow,17274,Operating Activities,Transaction 615
TXN00306,2023-11-02,Cash Inflow,1748,Investing Activities,Transaction 306
TXN00051,2023-02-20,Cash Inflow,13275,Financing Activities,Transaction 51
TXN00234,2023-08-22,Cash Outflow,6969,Operating Activities,Transaction 234
TXN00595,2024-08-17,Cash Outflow,17213,Investing Activities,Transaction 595
TXN00430,2024-03-05,Cash Outflow,13895,Financing Activities,Transaction 430
TXN00155,2023-06-04,Cash Inflow,5626,Investing Activities,Transaction 155
TXN00712,2024-12-12,Cash Outflow,8745,Operating Activities,Transaction 712
TXN00824,2025-04-03,Cash Inflow,16878,Investing Activities,Transaction 824
TXN00045,2023-02-14,Cash Outflow,6497,Financing Activities,Transaction 45
TXN00722,2024-12-22,Cash Inflow,15051,Investing Activities,Transaction 722
TXN00067,2023-03-08,Cash Outflow,19698,Investing Activities,Transaction 67
TXN00729,2024-12-29,Cash Inflow,18264,Financing Activities,Transaction 729
TXN00592,2024-08-14,Cash Outflow,4590,Operating Activities,Transaction 592
TXN00687,2024-11-17,Cash Outflow,2328,Financing Activities,Transaction 687
TXN00414,2024-02-18,Cash Inflow,13990,Investing Activities,Transaction 414
TXN00466,2024-04-10,Cash Inflow,14795,Financing Activities,Transaction 466
TXN00801,2025-03-11,Cash Inflow,11206,Financing Activities,Transaction 801
TXN00365,2023-12-31,Cash Inflow,11973,Operating Activities,Transaction 365
TXN00987,2025-09-13,Cash Outflow,9446,Operating Activities,Transaction 987
TXN00388,2024-01-23,Cash Inflow,15255,Operating Activities,Transaction 388
TXN00031,2023-01-31,Cash Inflow,904,Investing Activities,Transaction 31
TXN00762,2025-01-31,Cash Outflow,11803,Investing Activities,Transaction 762
TXN00204,2023-07-23,Cash Inflow,18344,Operating Activities,Transaction 204
TXN00969,2025-08-26,Cash Outflow,2060,Investing Activities,Transaction 969
TXN00116,2023-04-26,Cash Outflow,17555,Financing Activities,Transaction 116
TXN00771,2025-02-09,Cash Inflow,862,Operating Activities,Transaction 771
TXN00418,2024-02-22,Cash Outflow,2490,Investing Activities,Transaction 418
TXN00392,2024-01-27,Cash Inflow,2354,Financing Activities,Transaction 392
TXN00710,2024-12-10,Cash Outflow,16376,Operating Activities,Transaction 710
TXN00064,2023-03-05,Cash Inflow,9080,Financing Activities,Transaction 64
TXN00523,2024-06-06,Cash Outflow,1804,Investing Activities,Transaction 523
TXN00369,2024-01-04,Cash Inflow,7647,Investing Activities,Transaction 369
TXN00983,2025-09-09,Cash Outflow,16211,Financing Activities,Transaction 983
TXN00899,2025-06-17,Cash Inflow,9708,Financing Activities,Transaction 899
TXN00126,2023-05-06,Cash Outflow,19277,Financing Activities,Transaction 126
TXN00897,2025-06-15,Cash Outflow,9212,Financing Activities,Transaction 897
TXN00534,2024-06-17,Cash Inflow,2122,Financing Activities,Transaction 534
TXN00402,2024-02-06,Cash Outflow,17420,Investing Activities,Transaction 402
TXN00444,2024-03-19,Cash Outflow,1268,Investing Activities,Transaction 444
TXN00635,2024-09-26,Cash Outflow,13909,Operating Activities,Transaction 635
TXN00157,2023-06-06,Cash Inflow,18530,Operating Activities,Transaction 157
TXN00706,2024-12-06,Cash Inflow,19149,Financing Activities,Transaction 706
TXN00148,2023-05-28,Cash Inflow,11979,Operating Activities,Transaction 148
TXN00759,2025-01-28,Cash Inflow,19046,Operating Activities,Transaction 759
TXN00193,2023-07-12,Cash Inflow,7238,Investing Activities,Transaction 193
TXN00321,2023-11-17,Cash Outflow,919,Operating Activities,Transaction 321
TXN00056,2023-02-25,Cash Outflow,14989,Operating Activities,Transaction 56
TXN00488,2024-05-02,Cash Outflow,16532,Investing Activities,Transaction 488
TXN00813,2025-03-23,Cash Inflow,18771,Investing Activities,Transaction 813
TXN00007,2023-01-07,Cash Inflow,2081,Operating Activities,Transaction 7
TXN00421,2024-02-25,Cash Outflow,13972,Operating Activities,Transaction 421
TXN00697,2024-11-27,Cash Inflow,16720,Investing Activities,Transaction 697
TXN00440,2024-03-15,Cash Inflow,3217,Operating Activities,Transaction 440
TXN00290,2023-10-17,Cash Outflow,17484,Financing Activities,Transaction 290
TXN00167,2023-06-16,Cash Outflow,14003,Financing Activities,Transaction 167
TXN00525,2024-06-08,Cash Outflow,19425,Operating Activities,Transaction 525
TXN00781,2025-02-19,Cash Inflow,15370,Financing Activities,Transaction 781
TXN00723,2024-12-23,Cash Outflow,8406,Operating Activities,Transaction 723
TXN00100,2023-04-10,Cash Inflow,12734,Operating Activities,Transaction 100
TXN00778,2025-02-16,Cash Outflow,9517,Financing Activities,Transaction 778
TXN00909,2025-06-27,Cash Inflow,18927,Financing Activities,Transaction 909
TXN00160,2023-06-09,Cash Outflow,6370,Operating Activities,Transaction 160
TXN00048,2023-02-17,Cash Inflow,17600,Financing Activities,Transaction 48
TXN00773,2025-02-11,Cash Inflow,13981,Investing Activities,Transaction 773
TXN00360,2023-12-26,Cash Inflow,11041,Investing Activities,Transaction 360
TXN00023,2023-01-23,Cash Outflow,7470,Operating Activities,Transaction 23
TXN00721,2024-12-21,Cash Outflow,19350,Investing Activities,Transaction 721
TXN00552,2024-07-05,Cash Outflow,6441,Operating Activities,Transaction 552
TXN00335,2023-12-01,Cash Outflow,13929,Investing Activities,Transaction 335
TXN00172,2023-06-21,Cash Inflow,1562,Investing Activities,Transaction 172
TXN00784,2025-02-22,Cash Outflow,3219,Operating Activities,Transaction 784
TXN00195,2023-07-14,Cash Inflow,2972,Investing Activities,Transaction 195
TXN00451,2024-03-26,Cash Outflow,12842,Operating Activities,Transaction 451
TXN00288,2023-10-15,Cash Inflow,577,Financing Activities,Transaction 288
TXN00727,2024-12-27,Cash Inflow,5175,Financing Activities,Transaction 727
TXN00794,2025-03-04,Cash Outflow,1636,Financing Activities,Transaction 794
TXN00188,2023-07-07,Cash Inflow,14869,Financing Activities,Transaction 188
TXN00030,2023-01-30,Cash Outflow,884,Investing Activities,Transaction 30
TXN00807,2025-03-17,Cash Outflow,1071,Operating Activities,Transaction 807
TXN00699,2024-11-29,Cash Outflow,5929,Operating Activities,Transaction 699
TXN00429,2024-03-04,Cash Inflow,5444,Operating Activities,Transaction 429
TXN00642,2024-10-03,Cash Outflow,15817,Operating Activities,Transaction 642
TXN00107,2023-04-17,Cash Outflow,6590,Financing Activities,Transaction 107
TXN00809,2025-03-19,Cash Outflow,5584,Investing Activities,Transaction 809
TXN00786,2025-02-24,Cash Inflow,4241,Financing Activities,Transaction 786
TXN00929,2025-07-17,Cash Outflow,18833,Operating Activities,Transaction 929
TXN00634,2024-09-25,Cash Inflow,3167,Operating Activities,Transaction 634
TXN00408,2024-02-12,Cash Outflow,9166,Investing Activities,Transaction 408
TXN00772,2025-02-10,Cash Inflow,19488,Operating Activities,Transaction 772
TXN00223,2023-08-11,Cash Outflow,617,Investing Activities,Transaction 223
TXN00989,2025-09-15,Cash Outflow,6736,Investing Activities,Transaction 989
TXN00885,2025-06-03,Cash Outflow,9384,Operating Activities,Transaction 885
TXN00977,2025-09-03,Cash Outflow,17190,Investing Activities,Transaction 977
TXN00357,2023-12-23,Cash Outflow,13499,Operating Activities,Transaction 357
TXN00311,2023-11-07,Cash Outflow,4518,Investing Activities,Transaction 311
TXN00235,2023-08-23,Cash Outflow,9833,Investing Activities,Transaction 235
TXN00419,2024-02-23,Cash Outflow,5799,Operating Activities,Transaction 419
TXN00798,2025-03-08,Cash Inflow,5043,Financing Activities,Transaction 798
TXN00081,2023-03-22,Cash Inflow,10709,Financing Activities,Transaction 81
TXN00258,2023-09-15,Cash Outflow,2119,Financing Activities,Transaction 258
TXN00296,2023-10-23,Cash Outflow,7443,Financing Activities,Transaction 296
TXN00350,2023-12-16,Cash Inflow,2616,Financing Activities,Transaction 350
TXN00946,2025-08-03,Cash Inflow,18940,Operating Activities,Transaction 946
TXN00887,2025-06-05,Cash Inflow,12591,Financing Activities,Transaction 887
TXN00838,2025-04-17,Cash Inflow,7040,Financing Activities,Transaction 838
TXN00556,2024-07-09,Cash Outflow,13581,Investing Activities,Transaction 556
TXN00743,2025-01-12,Cash Outflow,4633,Financing Activities,Transaction 743
TXN00797,2025-03-07,Cash Inflow,13487,Financing Activities,Transaction 797
TXN00118,2023-04-28,Cash Outflow,11814,Investing Activities,Transaction 118
TXN00821,2025-03-31,Cash Inflow,9577,Operating Activities,Transaction 821
TXN00266,2023-09-23,Cash Outflow,3990,Operating Activities,Transaction 266
TXN00817,2025-03-27,Cash Inflow,15027,Financing Activities,Transaction 817
TXN00202,2023-07-21,Cash Outflow,14777,Operating Activities,Transaction 202
TXN00105,2023-04-15,Cash Outflow,15683,Operating Activities,Transaction 105
TXN00875,2025-05-24,Cash Outflow,6276,Financing Activities,Transaction 875
TXN00378,2024-01-13,Cash Inflow,12059,Investing Activities,Transaction 378
TXN00830,2025-04-09,Cash Outflow,11796,Investing Activities,Transaction 830
TXN00113,2023-04-23,Cash Outflow,3766,Investing Activities,Transaction 113
TXN00084,2023-03-25,Cash Outflow,5137,Operating Activities,Transaction 84
TXN00412,2024-02-16,Cash Outflow,9646,Operating Activities,Transaction 412
TXN00869,2025-05-18,Cash Inflow,16383,Investing Activities,Transaction 869
TXN00420,2024-02-24,Cash Outflow,13497,Operating Activities,Transaction 420
TXN00656,2024-10-17,Cash Inflow,4310,Financing Activities,Transaction 656
TXN00648,2024-10-09,Cash Inflow,15729,Investing Activities,Transaction 648
TXN00835,2025-04-14,Cash Inflow,13525,Financing Activities,Transaction 835
TXN00643,2024-10-04,Cash Outflow,17804,Operating Activities,Transaction 643
TXN00153,2023-06-02,Cash Inflow,15534,Investing Activities,Transaction 153
TXN00845,2025-04-24,Cash Inflow,18707,Investing Activities,Transaction 845
TXN00453,2024-03-28,Cash Outflow,16502,Operating Activities,Transaction 453
TXN00250,2023-09-07,Cash Inflow,13477,Investing Activities,Transaction 250
TXN00103,2023-04-13,Cash Outflow,17644,Financing Activities,Transaction 103
TXN00927,2025-07-15,Cash Inflow,14556,Investing Activities,Transaction 927
TXN00240,2023-08-28,Cash Outflow,2548,Investing Activities,Transaction 240
TXN00657,2024-10-18,Cash Inflow,7706,Investing Activities,Transaction 657
TXN00668,2024-10-29,Cash Outflow,7569,Financing Activities,Transaction 668
TXN00829,2025-04-08,Cash Inflow,2928,Investing Activities,Transaction 829
TXN00456,2024-03-31,Cash Inflow,1981,Operating Activities,Transaction 456
TXN00733,2025-01-02,Cash Inflow,13739,Operating Activities,Transaction 733
TXN00019,2023-01-19,Cash Outflow,8915,Operating Activities,Transaction 19
TXN00168,2023-06-17,Cash Inflow,8652,Investing Activities,Transaction 168
TXN00754,2025-01-23,Cash Outflow,5733,Financing Activities,Transaction 754
TXN00557,2024-07-10,Cash Outflow,7319,Operating Activities,Transaction 557
TXN00906,2025-06-24,Cash Outflow,8857,Investing Activities,Transaction 906
TXN00674,2024-11-04,Cash Outflow,12192,Operating Activities,Transaction 674
TXN00333,2023-11-29,Cash Outflow,18749,Investing Activities,Transaction 333
TXN00665,2024-10-26,Cash Inflow,18655,Financing Activities,Transaction 665
TXN00397,2024-02-01,Cash Outflow,10024,Financing Activities,Transaction 397
TXN00738,2025-01-07,Cash Inflow,10252,Operating Activities,Transaction 738
TXN00957,2025-08-14,Cash Outflow,12153,Operating Activities,Transaction 957
TXN00183,2023-07-02,Cash Outflow,10295,Operating Activities,Transaction 183
TXN00820,2025-03-30,Cash Inflow,8573,Operating Activities,Transaction 820
TXN00953,2025-08-10,Cash Inflow,958,Financing Activities,Transaction 953
TXN00553,2024-07-06,Cash Inflow,18270,Investing Activities,Transaction 553
TXN00549,2024-07-02,Cash Outflow,19565,Financing Activities,Transaction 549
TXN00930,2025-07-18,Cash Inflow,14951,Investing Activities,Transaction 930
TXN00233,2023-08-21,Cash Outflow,14246,Financing Activities,Transaction 233
TXN00810,2025-03-20,Cash Inflow,17161,Investing Activities,Transaction 810
TXN00363,2023-12-29,Cash Inflow,10880,Financing Activities,Transaction 363
TXN00318,2023-11-14,Cash Inflow,5908,Financing Activities,Transaction 318
TXN00341,2023-12-07,Cash Inflow,19255,Operating Activities,Transaction 341
TXN00404,2024-02-08,Cash Inflow,10814,Investing Activities,Transaction 404
TXN00555,2024-07-08,Cash Inflow,12055,Financing Activities,Transaction 555
TXN00136,2023-05-16,Cash Inflow,19762,Financing Activities,Transaction 136
TXN00903,2025-06-21,Cash Outflow,17467,Operating Activities,Transaction 903
TXN00742,2025-01-11,Cash Outflow,1474,Operating Activities,Transaction 742
TXN00049,2023-02-18,Cash Outflow,5044,Investing Activities,Transaction 49
TXN00669,2024-10-30,Cash Inflow,17804,Operating Activities,Transaction 669
TXN00291,2023-10-18,Cash Inflow,14560,Investing Activities,Transaction 291
TXN00765,2025-02-03,Cash Inflow,7814,Financing Activities,Transaction 765
TXN00647,2024-10-08,Cash Inflow,9823,Operating Activities,Transaction 647
TXN00093,2023-04-03,Cash Outflow,8441,Investing Activities,Transaction 93
TXN00441,2024-03-16,Cash Inflow,10192,Investing Activities,Transaction 441
TXN00449,2024-03-24,Cash Inflow,11985,Investing Activities,Transaction 449
TXN00362,2023-12-28,Cash Inflow,10957,Investing Activities,Transaction 362
TXN00380,2024-01-15,Cash Inflow,4297,Investing Activities,Transaction 380
TXN00467,2024-04-11,Cash Outflow,11182,Investing Activities,Transaction 467
TXN00851,2025-04-30,Cash Inflow,12145,Operating Activities,Transaction 851
TXN00618,2024-09-09,Cash Outflow,9320,Investing Activities,Transaction 618
TXN00962,2025-08-19,Cash Inflow,4609,Operating Activities,Transaction 962
TXN00912,2025-06-30,Cash Inflow,4262,Investing Activities,Transaction 912
TXN00262,2023-09-19,Cash Outflow,19716,Operating Activities,Transaction 262
TXN00087,2023-03-28,Cash Outflow,19064,Operating Activities,Transaction 87
TXN00584,2024-08-06,Cash Outflow,12812,Operating Activities,Transaction 584
TXN00361,2023-12-27,Cash Outflow,2943,Operating Activities,Transaction 361
TXN00347,2023-12-13,Cash Inflow,7398,Operating Activities,Transaction 347
TXN00825,2025-04-04,Cash Outflow,2853,Investing Activities,Transaction 825
TXN00194,2023-07-13,Cash Inflow,16413,Financing Activities,Transaction 194
TXN00998,2025-09-24,Cash Outflow,9095,Financing Activities,Transaction 998
TXN00751,2025-01-20,Cash Outflow,3520,Financing Activities,Transaction 751
TXN00076,2023-03-17,Cash Outflow,7381,Financing Activities,Transaction 76
TXN00638,2024-09-29,Cash Inflow,13151,Investing Activities,Transaction 638
TXN00540,2024-06-23,Cash Outflow,16146,Operating Activities,Transaction 540
TXN00348,2023-12-14,Cash Outflow,10647,Investing Activities,Transaction 348
TXN00455,2024-03-30,Cash Inflow,5373,Investing Activities,Transaction 455
TXN00132,2023-05-12,Cash Inflow,5740,Investing Activities,Transaction 132
TXN00179,2023-06-28,Cash Inflow,6788,Operating Activities,Transaction 179
TXN00505,2024-05-19,Cash Inflow,1779,Investing Activities,Transaction 505
TXN00792,2025-03-02,Cash Outflow,10677,Investing Activities,Transaction 792
TXN00746,2025-01-15,Cash Outflow,5795,Operating Activities,Transaction 746
TXN00232,2023-08-20,Cash Outflow,15885,Operating Activities,Transaction 232
TXN00406,2024-02-10,Cash Outflow,9077,Investing Activities,Transaction 406
TXN00605,2024-08-27,Cash Inflow,2921,Investing Activities,Transaction 605
TXN00898,2025-06-16,Cash Outflow,6297,Financing Activities,Transaction 898
TXN00527,2024-06-10,Cash Inflow,9133,Investing Activities,Transaction 527
TXN00865,2025-05-14,Cash Outflow,16022,Financing Activities,Transaction 865
TXN00174,2023-06-23,Cash Outflow,18180,Investing Activities,Transaction 174
TXN00788,2025-02-26,Cash Outflow,4498,Operating Activities,Transaction 788
TXN00438,2024-03-13,Cash Outflow,1451,Operating Activities,Transaction 438
TXN00332,2023-11-28,Cash Inflow,14446,Operating Activities,Transaction 332
TXN00714,2024-12-14,Cash Outflow,1226,Financing Activities,Transaction 714
TXN00431,2024-03-06,Cash Inflow,17572,Operating Activities,Transaction 431
TXN00343,2023-12-09,Cash Inflow,4256,Investing Activities,Transaction 343
TXN00301,2023-10-28,Cash Inflow,5170,Investing Activities,Transaction 301
TXN00874,2025-05-23,Cash Inflow,17868,Financing Activities,Transaction 874
TXN00065,2023-03-06,Cash Inflow,5358,Investing Activities,Transaction 65
TXN00480,2024-04-24,Cash Outflow,12675,Financing Activities,Transaction 480
TXN00482,2024-04-26,Cash Outflow,15570,Investing Activities,Transaction 482
TXN00667,2024-10-28,Cash Outflow,4861,Operating Activities,Transaction 667
TXN00324,2023-11-20,Cash Outflow,1620,Operating Activities,Transaction 324
TXN00976,2025-09-02,Cash Outflow,5290,Financing Activities,Transaction 976
TXN00757,2025-01-26,Cash Outflow,17201,Operating Activities,Transaction 757
TXN00276,2023-10-03,Cash Outflow,5756,Operating Activities,Transaction 276
TXN00304,2023-10-31,Cash Outflow,19596,Operating Activities,Transaction 304
TXN00325,2023-11-21,Cash Outflow,11760,Investing Activities,Transaction 325
TXN00661,2024-10-22,Cash Outflow,18916,Financing Activities,Transaction 661
TXN00469,2024-04-13,Cash Inflow,9019,Investing Activities,Transaction 469
TXN00562,2024-07-15,Cash Inflow,8215,Financing Activities,Transaction 562
TXN00951,2025-08-08,Cash Inflow,14129,Investing Activities,Transaction 951
TXN00576,2024-07-29,Cash Outflow,2620,Operating Activities,Transaction 576
TXN00035,2023-02-04,Cash Outflow,18884,Operating Activities,Transaction 35
TXN00980,2025-09-06,Cash Outflow,16582,Investing Activities,Transaction 980
TXN00432,2024-03-07,Cash Outflow,4743,Financing Activities,Transaction 432
TXN00062,2023-03-03,Cash Inflow,17961,Financing Activities,Transaction 62
TXN00805,2025-03-15,Cash Outflow,13781,Operating Activities,Transaction 805
TXN00832,2025-04-11,Cash Inflow,14914,Investing Activities,Transaction 832
TXN00255,2023-09-12,Cash Inflow,7541,Operating Activities,Transaction 255
TXN00127,2023-05-07,Cash Outflow,19477,Financing Activities,Transaction 127
TXN00632,2024-09-23,Cash Outflow,1114,Investing Activities,Transaction 632
TXN00955,2025-08-12,Cash Inflow,707,Financing Activities,Transaction 955
TXN00971,2025-08-28,Cash Outflow,18150,Financing Activities,Transaction 971
TXN00934,2025-07-22,Cash Inflow,589,Financing Activities,Transaction 934
TXN00944,2025-08-01,Cash Inflow,17518,Operating Activities,Transaction 944
TXN00982,2025-09-08,Cash Outflow,5144,Operating Activities,Transaction 982
TXN00777,2025-02-15,Cash Inflow,17440,Financing Activities,Transaction 777
TXN00222,2023-08-10,Cash Inflow,9337,Financing Activities,Transaction 222
TXN00334,2023-11-30,Cash Inflow,11604,Financing Activities,Transaction 334
TXN00203,2023-07-22,Cash Inflow,4312,Financing Activities,Transaction 203
TXN00741,2025-01-10,Cash Inflow,7791,Investing Activities,Transaction 741
TXN00089,2023-03-30,Cash Outflow,7543,Financing Activities,Transaction 89
TXN00910,2025-06-28,Cash Outflow,17662,Investing Activities,Transaction 910
TXN00673,2024-11-03,Cash Outflow,2550,Financing Activities,Transaction 673
TXN00320,2023-11-16,Cash Outflow,1422,Investing Activities,Transaction 320
TXN00804,2025-03-14,Cash Inflow,9939,Operating Activities,Transaction 804
TXN00286,2023-10-13,Cash Inflow,16024,Operating Activities,Transaction 286
TXN00465,2024-04-09,Cash Outflow,11498,Financing Activities,Transaction 465
TXN00676,2024-11-06,Cash Inflow,2533,Financing Activities,Transaction 676
TXN00437,2024-03-12,Cash Outflow,2982,Investing Activities,Transaction 437
TXN00120,2023-04-30,Cash Inflow,5277,Operating Activities,Transaction 120
TXN00398,2024-02-02,Cash Outflow,6956,Operating Activities,Transaction 398
TXN00873,2025-05-22,Cash Outflow,7073,Financing Activities,Transaction 873
TXN00633,2024-09-24,Cash Inflow,9874,Financing Activities,Transaction 633
TXN00375,2024-01-10,Cash Inflow,9295,Financing Activities,Transaction 375
TXN00636,2024-09-27,Cash Outflow,17014,Operating Activities,Transaction 636
TXN00073,2023-03-14,Cash Inflow,5173,Operating Activities,Transaction 73
TXN00063,2023-03-04,Cash Inflow,8927,Financing Activities,Transaction 63
TXN00968,2025-08-25,Cash Outflow,12287,Investing Activities,Transaction 968
TXN00173,2023-06-22,Cash Inflow,18860,Investing Activities,Transaction 173
TXN00284,2023-10-11,Cash Inflow,8507,Operating Activities,Transaction 284
TXN00275,2023-10-02,Cash Inflow,4030,Financing Activities,Transaction 275
TXN01000,2025-09-26,Cash Inflow,13303,Operating Activities,Transaction 1000
TXN00622,2024-09-13,Cash Outflow,8507,Financing Activities,Transaction 622
TXN00083,2023-03-24,Cash Inflow,10050,Financing Activities,Transaction 83
TXN00770,2025-02-08,Cash Inflow,7424,Investing Activities,Transaction 770
TXN00614,2024-09-05,Cash Outflow,12682,Investing Activities,Transaction 614
TXN00917,2025-07-05,Cash Outflow,6291,Operating Activities,Transaction 917
TXN00270,2023-09-27,Cash Inflow,12719,Investing Activities,Transaction 270
TXN00424,2024-02-28,Cash Inflow,19597,Operating Activities,Transaction 424
TXN00281,2023-10-08,Cash Outflow,3891,Investing Activities,Transaction 281
TXN00596,2024-08-18,Cash Outflow,4140,Financing Activities,Transaction 596
TXN00507,2024-05-21,Cash Outflow,7583,Operating Activities,Transaction 507
TXN00542,2024-06-25,Cash Outflow,4763,Investing Activities,Transaction 542
TXN00659,2024-10-20,Cash Outflow,16871,Investing Activities,Transaction 659
TXN00547,2024-06-30,Cash Inflow,3469,Financing Activities,Transaction 547
TXN00702,2024-12-02,Cash Outflow,1889,Operating Activities,Transaction 702
TXN00501,2024-05-15,Cash Inflow,18439,Investing Activities,Transaction 501
TXN00612,2024-09-03,Cash Outflow,5306,Operating Activities,Transaction 612
TXN00995,2025-09-21,Cash Outflow,17042,Financing Activities,Transaction 995
TXN00550,2024-07-03,Cash Inflow,4129,Investing Activities,Transaction 550
TXN00558,2024-07-11,Cash Outflow,11546,Financing Activities,Transaction 558
TXN00961,2025-08-18,Cash Inflow,1014,Investing Activities,Transaction 961
TXN00603,2024-08-25,Cash Outflow,11844,Financing Activities,Transaction 603
TXN00443,2024-03-18,Cash Inflow,18949,Investing Activities,Transaction 443
TXN00407,2024-02-11,Cash Outflow,8570,Investing Activities,Transaction 407
TXN00219,2023-08-07,Cash Outflow,16889,Operating Activities,Transaction 219
TXN00251,2023-09-08,Cash Outflow,509,Investing Activities,Transaction 251
TXN00800,2025-03-10,Cash Inflow,5945,Operating Activities,Transaction 800
TXN00115,2023-04-25,Cash Inflow,4688,Investing Activities,Transaction 115
