ItemID,ItemName,Category,QuantityOnHand,ReorderLevel,ReorderQuantity,UnitPrice,SupplierID,LastOrderDate,LastReceivedDate,ExpirationDate,Location
ITEM00784,Item D,Parts,285,55,203,35.64,SUP073,2038-01-03,2038-01-06,2039-01-23,D3
ITEM00775,Item U,Gadgets,193,41,118,5.24,SUP041,2037-11-01,2037-11-04,2039-08-02,U4
ITEM00110,Item F,Parts,435,32,192,13.83,SUP041,2025-02-02,2025-02-03,2026-02-12,F9
ITEM00368,Item D,Parts,427,48,63,46.87,SUP024,2030-01-13,2030-01-14,2031-12-04,D7
ITEM00792,Item L,Materials,7,38,100,11.26,SUP043,2038-02-28,2038-03-07,2039-04-23,L1
ITEM00292,Item F,Widgets,342,89,143,38.32,SUP025,2028-07-30,2028-08-07,2030-03-03,F1
ITEM00598,Item Z,Materials,20,92,238,60.11,SUP049,2034-06-11,2034-06-15,2035-12-01,Z7
ITEM00771,Item Q,Materials,406,41,181,51.82,SUP037,2037-10-04,2037-10-06,2039-07-28,Q0
ITEM00219,Item K,Widgets,11,79,205,28.35,SUP069,2027-03-07,2027-03-13,2028-10-29,K8
ITEM00873,Item O,Widgets,79,54,263,96.76,SUP010,2039-09-18,2039-09-22,2041-05-31,O2
ITEM00728,Item Z,Gadgets,450,90,173,98.06,SUP003,2036-12-07,2036-12-15,2038-05-17,Z7
ITEM00049,Item W,Gadgets,313,58,296,4.33,SUP090,2023-12-03,2023-12-07,2025-03-27,W8
ITEM00391,Item A,Widgets,330,82,170,61.35,SUP018,2030-06-23,2030-06-30,2032-05-21,A0
ITEM00316,Item D,Gadgets,310,39,177,44.99,SUP073,2029-01-14,2029-01-15,2030-03-05,D5
ITEM00008,Item H,Parts,293,31,265,63.66,SUP005,2023-02-19,2023-02-26,2024-10-18,H7
ITEM00176,Item T,Gadgets,51,32,129,8.56,SUP056,2026-05-10,2026-05-11,2027-11-23,T5
ITEM00777,Item W,Gadgets,474,21,169,7.93,SUP080,2037-11-15,2037-11-19,2039-04-29,W6
ITEM00152,Item V,Widgets,380,44,123,54.84,SUP043,2025-11-23,2025-12-02,2027-08-25,V1
ITEM00361,Item W,Components,73,35,79,82.85,SUP081,2029-11-25,2029-11-28,2031-08-27,W0
ITEM00252,Item R,Components,209,28,243,89.87,SUP078,2027-10-24,2027-10-26,2029-04-18,R1
ITEM00277,Item Q,Materials,341,21,90,95.34,SUP021,2028-04-16,2028-04-22,2029-04-28,Q6
ITEM00648,Item X,Materials,38,69,100,94.31,SUP092,2035-05-27,2035-06-04,2036-12-22,X7
ITEM00620,Item V,Components,68,36,195,4.47,SUP098,2034-11-12,2034-11-17,2036-06-18,V9
ITEM00410,Item T,Components,200,28,191,27.62,SUP035,2030-11-03,2030-11-12,2032-09-24,T9
ITEM00087,Item I,Widgets,156,46,137,93.16,SUP012,2024-08-25,2024-09-02,2026-04-10,I6
ITEM00921,Item K,Parts,95,24,145,50.9,SUP036,2040-08-19,2040-08-26,2042-06-03,K0
ITEM00971,Item I,Components,498,45,224,38.17,SUP081,2041-08-04,2041-08-13,2043-06-29,I0
ITEM00593,Item U,Materials,47,40,249,8.64,SUP089,2034-05-07,2034-05-13,2035-12-07,U2
ITEM00979,Item Q,Parts,459,64,71,62.28,SUP049,2041-09-29,2041-10-08,2042-10-12,Q8
ITEM00544,Item X,Components,399,34,162,58.77,SUP057,2033-05-29,2033-06-05,2034-07-10,X3
ITEM00924,Item N,Materials,11,87,299,36.88,SUP082,2040-09-09,2040-09-18,2042-06-23,N3
ITEM00040,Item N,Gadgets,424,37,210,40.73,SUP094,2023-10-01,2023-10-03,2025-09-13,N9
ITEM00928,Item R,Components,102,25,210,63.53,SUP018,2040-10-07,2040-10-12,2042-05-31,R7
ITEM00257,Item W,Widgets,237,44,262,39.79,SUP049,2027-11-28,2027-11-29,2029-07-07,W6
ITEM00155,Item Y,Parts,55,78,269,24.95,SUP088,2025-12-14,2025-12-22,2027-06-03,Y4
ITEM00378,Item N,Gadgets,172,58,180,72.59,SUP049,2030-03-24,2030-03-28,2032-02-12,N7
ITEM00872,Item N,Components,8,66,153,70.98,SUP013,2039-09-11,2039-09-12,2041-09-07,N1
ITEM00904,Item T,Components,214,28,54,64.19,SUP030,2040-04-22,2040-04-25,2042-03-31,T3
ITEM00298,Item L,Parts,219,60,174,51.95,SUP085,2028-09-10,2028-09-18,2029-12-25,L7
ITEM00477,Item I,Components,349,93,75,85.22,SUP048,2032-02-15,2032-02-17,2033-06-17,I6
ITEM00111,Item G,Widgets,379,56,169,67.93,SUP045,2025-02-09,2025-02-10,2026-03-11,G0
ITEM00892,Item H,Materials,206,69,147,2.7,SUP071,2040-01-29,2040-02-04,2041-03-18,H1
ITEM00916,Item F,Materials,478,26,203,44.86,SUP088,2040-07-15,2040-07-18,2041-09-29,F5
ITEM00183,Item A,Widgets,96,10,89,74.16,SUP053,2026-06-28,2026-06-30,2028-01-24,A2
ITEM00970,Item H,Materials,122,98,62,68.66,SUP005,2041-07-28,2041-07-30,2043-02-22,H9
ITEM00365,Item A,Components,129,33,74,35.91,SUP009,2029-12-23,2029-12-26,2031-03-20,A4
ITEM00489,Item U,Components,311,85,181,87.92,SUP069,2032-05-09,2032-05-13,2033-11-26,U8
ITEM00225,Item Q,Widgets,396,57,177,81.18,SUP021,2027-04-18,2027-04-20,2028-07-10,Q4
ITEM00336,Item X,Gadgets,98,65,194,72.2,SUP025,2029-06-03,2029-06-04,2031-05-18,X5
ITEM00201,Item S,Gadgets,330,85,68,60.73,SUP036,2026-11-01,2026-11-05,2028-09-14,S0
ITEM00312,Item Z,Parts,122,44,50,63.91,SUP042,2028-12-17,2028-12-24,2030-03-12,Z1
ITEM00803,Item W,Components,471,32,174,71.61,SUP027,2038-05-16,2038-05-17,2039-05-27,W2
ITEM00221,Item M,Gadgets,386,82,299,53.2,SUP010,2027-03-21,2027-03-29,2028-06-07,M0
ITEM00778,Item X,Materials,120,56,137,73.19,SUP028,2037-11-22,2037-11-25,2039-01-07,X7
ITEM00107,Item C,Parts,141,65,159,87.68,SUP078,2025-01-12,2025-01-18,2026-03-06,C6
ITEM00417,Item A,Gadgets,410,45,271,56.45,SUP039,2030-12-22,2030-12-26,2032-01-12,A6
ITEM00310,Item X,Materials,476,38,197,51.76,SUP007,2028-12-03,2028-12-12,2030-07-05,X9
ITEM00956,Item T,Widgets,233,44,165,8.78,SUP051,2041-04-21,2041-04-24,2042-10-04,T5
ITEM00431,Item O,Gadgets,250,36,232,4.05,SUP055,2031-03-30,2031-04-06,2032-10-17,O0
ITEM00105,Item A,Widgets,257,49,176,14.77,SUP063,2024-12-29,2025-01-02,2026-12-19,A4
ITEM00965,Item C,Parts,194,69,112,25.38,SUP029,2041-06-23,2041-06-25,2043-06-09,C4
ITEM00022,Item V,Materials,214,28,70,31.31,SUP015,2023-05-28,2023-06-04,2024-11-07,V1
ITEM00607,Item I,Components,62,13,57,40.35,SUP095,2034-08-13,2034-08-22,2036-01-23,I6
ITEM00807,Item A,Parts,226,31,150,39.68,SUP025,2038-06-13,2038-06-17,2039-07-09,A6
ITEM00826,Item T,Materials,22,12,117,74.83,SUP002,2038-10-24,2038-10-28,2040-08-16,T5
ITEM00499,Item E,Widgets,416,84,135,98.22,SUP024,2032-07-18,2032-07-21,2034-06-21,E8
ITEM00213,Item E,Parts,82,57,294,21.29,SUP055,2027-01-24,2027-02-01,2028-05-10,E2
ITEM00694,Item R,Widgets,45,78,77,54.6,SUP051,2036-04-13,2036-04-18,2038-03-02,R3
ITEM00657,Item G,Widgets,316,61,170,55.78,SUP009,2035-07-29,2035-08-04,2037-03-02,G6
ITEM00147,Item Q,Components,266,46,246,9.45,SUP095,2025-10-19,2025-10-20,2026-12-25,Q6
ITEM00890,Item F,Components,153,40,140,31.91,SUP079,2040-01-15,2040-01-16,2041-02-27,F9
ITEM00074,Item V,Gadgets,152,12,71,27.88,SUP072,2024-05-26,2024-06-04,2025-11-02,V3
ITEM00634,Item J,Parts,226,67,162,20.91,SUP061,2035-02-18,2035-02-24,2036-09-26,J3
ITEM00854,Item V,Gadgets,163,65,152,22.51,SUP100,2039-05-08,2039-05-15,2041-01-30,V3
ITEM00119,Item O,Widgets,429,19,204,39.13,SUP098,2025-04-06,2025-04-11,2026-10-18,O8
ITEM00039,Item M,Widgets,371,12,218,86.48,SUP016,2023-09-24,2023-10-03,2025-02-12,M8
ITEM00939,Item C,Widgets,46,51,258,58.39,SUP085,2040-12-23,2041-01-01,2042-08-14,C8
ITEM00108,Item D,Components,478,45,165,19.1,SUP004,2025-01-19,2025-01-23,2026-03-02,D7
ITEM00478,Item J,Widgets,470,74,101,98.21,SUP017,2032-02-22,2032-03-01,2033-11-28,J7
ITEM00473,Item E,Gadgets,15,25,96,50.65,SUP051,2032-01-18,2032-01-27,2033-02-25,E2
ITEM00392,Item B,Materials,57,87,68,89.71,SUP039,2030-06-30,2030-07-09,2031-10-13,B1
ITEM00739,Item K,Components,188,87,105,41.4,SUP038,2037-02-22,2037-02-23,2038-11-02,K8
ITEM00340,Item B,Components,246,16,126,84.13,SUP068,2029-07-01,2029-07-07,2031-03-16,B9
ITEM00041,Item O,Components,399,83,227,29.96,SUP061,2023-10-08,2023-10-11,2025-02-23,O0
ITEM00385,Item U,Materials,101,24,120,19.92,SUP086,2030-05-12,2030-05-19,2032-02-20,U4
ITEM00677,Item A,Materials,347,69,284,88.55,SUP066,2035-12-16,2035-12-22,2037-01-08,A6
ITEM00711,Item I,Materials,23,30,81,98.64,SUP070,2036-08-10,2036-08-13,2038-06-26,I0
ITEM00787,Item G,Gadgets,251,84,295,83.31,SUP077,2038-01-24,2038-01-30,2039-06-01,G6
ITEM00661,Item K,Materials,453,47,133,87.39,SUP051,2035-08-26,2035-09-02,2036-09-17,K0
ITEM00409,Item S,Materials,198,55,138,52.24,SUP051,2030-10-27,2030-11-04,2032-01-12,S8
ITEM00189,Item G,Widgets,491,43,57,55.29,SUP037,2026-08-09,2026-08-12,2028-03-18,G8
ITEM00263,Item C,Materials,235,83,269,95.35,SUP001,2028-01-09,2028-01-15,2029-08-25,C2
ITEM00857,Item Y,Parts,281,13,178,42.11,SUP059,2039-05-29,2039-06-03,2041-02-23,Y6
ITEM00240,Item F,Materials,81,10,269,36.07,SUP095,2027-08-01,2027-08-06,2029-07-07,F9
ITEM00852,Item T,Materials,162,25,93,75.04,SUP024,2039-04-24,2039-04-29,2041-03-23,T1
ITEM00250,Item P,Parts,370,24,170,86.53,SUP033,2027-10-10,2027-10-16,2028-12-31,P9
ITEM00223,Item O,Parts,471,50,108,17.22,SUP060,2027-04-04,2027-04-11,2028-11-15,O2
ITEM00481,Item M,Widgets,210,93,281,17.12,SUP066,2032-03-14,2032-03-22,2033-07-09,M0
ITEM00197,Item O,Parts,311,26,271,16.08,SUP045,2026-10-04,2026-10-08,2028-09-11,O6
ITEM00436,Item T,Components,7,59,225,16.58,SUP001,2031-05-04,2031-05-06,2032-08-18,T5
ITEM00230,Item V,Components,256,84,146,7.0,SUP085,2027-05-23,2027-05-27,2028-06-01,V9
ITEM00486,Item R,Parts,108,41,298,41.75,SUP052,2032-04-18,2032-04-23,2033-08-14,R5
ITEM00983,Item U,Components,390,25,116,35.4,SUP018,2041-10-27,2041-11-02,2043-08-13,U2
ITEM00132,Item B,Materials,476,46,249,87.11,SUP049,2025-07-06,2025-07-13,2027-03-30,B1
ITEM00242,Item H,Widgets,158,63,58,96.27,SUP061,2027-08-15,2027-08-22,2029-01-19,H1
ITEM00566,Item T,Components,153,54,98,62.11,SUP075,2033-10-30,2033-11-01,2034-12-04,T5
ITEM00618,Item T,Gadgets,89,71,133,91.61,SUP054,2034-10-29,2034-11-07,2036-08-03,T7
ITEM00190,Item H,Parts,400,74,150,88.05,SUP021,2026-08-16,2026-08-24,2027-12-07,H9
ITEM00976,Item N,Components,428,95,257,22.41,SUP069,2041-09-08,2041-09-13,2042-09-30,N5
ITEM00127,Item W,Materials,78,10,240,19.42,SUP035,2025-06-01,2025-06-08,2026-10-28,W6
ITEM00984,Item V,Gadgets,9,63,103,44.1,SUP009,2041-11-03,2041-11-10,2043-07-26,V3
ITEM00441,Item Y,Widgets,498,95,113,55.38,SUP005,2031-06-08,2031-06-11,2032-08-16,Y0
ITEM00740,Item L,Materials,448,50,114,88.68,SUP090,2037-03-01,2037-03-02,2038-03-03,L9
ITEM00832,Item Z,Parts,236,30,211,95.89,SUP084,2038-12-05,2038-12-09,2039-12-18,Z1
ITEM00175,Item S,Components,67,93,56,57.96,SUP085,2026-05-03,2026-05-12,2027-11-06,S4
ITEM00063,Item K,Materials,475,60,66,31.02,SUP077,2024-03-10,2024-03-18,2025-07-29,K2
ITEM00877,Item S,Widgets,199,13,68,80.33,SUP041,2039-10-16,2039-10-18,2041-09-23,S6
ITEM00859,Item A,Widgets,12,29,240,82.61,SUP054,2039-06-12,2039-06-13,2041-05-06,A8
ITEM00911,Item A,Components,205,56,61,38.53,SUP083,2040-06-10,2040-06-13,2042-02-11,A0
ITEM00907,Item W,Materials,344,64,69,14.71,SUP055,2040-05-13,2040-05-21,2042-03-05,W6
ITEM00844,Item L,Widgets,441,21,100,82.55,SUP064,2039-02-27,2039-03-07,2040-07-04,L3
ITEM00641,Item Q,Components,261,94,216,71.58,SUP042,2035-04-08,2035-04-10,2037-02-26,Q0
ITEM00435,Item S,Components,117,81,162,66.85,SUP089,2031-04-27,2031-04-28,2032-09-19,S4
ITEM00309,Item W,Materials,469,36,250,49.97,SUP083,2028-11-26,2028-11-30,2030-01-18,W8
ITEM00522,Item B,Widgets,340,39,260,60.94,SUP081,2032-12-26,2032-12-30,2034-05-03,B1
ITEM00490,Item V,Gadgets,227,47,104,60.94,SUP096,2032-05-16,2032-05-22,2034-04-07,V9
ITEM00806,Item Z,Gadgets,430,86,173,35.35,SUP066,2038-06-06,2038-06-08,2039-08-15,Z5
ITEM00621,Item W,Materials,398,95,243,78.95,SUP028,2034-11-19,2034-11-23,2036-08-26,W0
ITEM00411,Item U,Gadgets,25,77,252,63.21,SUP082,2030-11-10,2030-11-15,2032-08-30,U0
ITEM00745,Item Q,Parts,326,45,206,70.03,SUP011,2037-04-05,2037-04-11,2038-11-14,Q4
ITEM00438,Item V,Parts,371,53,61,76.71,SUP057,2031-05-18,2031-05-27,2033-03-17,V7
ITEM00760,Item F,Gadgets,278,64,113,2.54,SUP031,2037-07-19,2037-07-25,2039-04-29,F9
ITEM00878,Item T,Gadgets,387,23,214,67.75,SUP050,2039-10-23,2039-10-31,2041-03-27,T7
ITEM00284,Item X,Components,165,52,72,46.37,SUP097,2028-06-04,2028-06-08,2029-07-18,X3
ITEM00042,Item P,Widgets,149,44,166,16.08,SUP068,2023-10-15,2023-10-23,2025-06-23,P1
ITEM00093,Item O,Parts,84,23,187,90.81,SUP025,2024-10-06,2024-10-11,2026-02-16,O2
ITEM00116,Item L,Materials,158,23,165,99.95,SUP080,2025-03-16,2025-03-24,2027-02-15,L5
ITEM00163,Item G,Materials,313,52,96,90.7,SUP068,2026-02-08,2026-02-13,2027-06-22,G2
ITEM00963,Item A,Gadgets,406,55,121,91.65,SUP004,2041-06-09,2041-06-13,2043-01-08,A2
ITEM00912,Item B,Parts,209,84,119,37.78,SUP065,2040-06-17,2040-06-22,2042-06-08,B1
ITEM00199,Item Q,Materials,466,17,159,71.3,SUP078,2026-10-18,2026-10-24,2028-09-12,Q8
ITEM00380,Item P,Materials,478,30,68,21.15,SUP010,2030-04-07,2030-04-10,2032-04-06,P9
ITEM00906,Item V,Gadgets,386,54,233,67.94,SUP036,2040-05-06,2040-05-14,2041-06-21,V5
ITEM00363,Item Y,Components,296,77,133,72.95,SUP079,2029-12-09,2029-12-13,2031-04-21,Y2
ITEM00969,Item G,Components,174,33,118,97.64,SUP099,2041-07-21,2041-07-23,2043-05-28,G8
ITEM00876,Item R,Components,50,80,299,93.42,SUP098,2039-10-09,2039-10-10,2041-06-07,R5
ITEM00044,Item R,Gadgets,457,63,176,3.18,SUP031,2023-10-29,2023-11-05,2025-09-12,R3
ITEM00494,Item Z,Widgets,251,75,53,34.01,SUP077,2032-06-13,2032-06-17,2033-07-02,Z3
ITEM00321,Item I,Gadgets,292,13,202,57.81,SUP063,2029-02-18,2029-02-19,2030-08-27,I0
ITEM00665,Item O,Parts,40,22,51,78.85,SUP064,2035-09-23,2035-09-26,2037-05-05,O4
ITEM00795,Item O,Components,33,11,108,43.18,SUP072,2038-03-21,2038-03-23,2039-06-14,O4
ITEM00493,Item Y,Components,414,32,77,9.31,SUP091,2032-06-06,2032-06-13,2034-03-16,Y2
ITEM00203,Item U,Widgets,161,98,186,6.91,SUP084,2026-11-15,2026-11-16,2028-04-07,U2
ITEM00926,Item P,Parts,217,18,151,11.9,SUP080,2040-09-23,2040-10-01,2041-11-26,P5
ITEM00168,Item L,Parts,443,48,259,40.37,SUP036,2026-03-15,2026-03-21,2027-07-01,L7
ITEM00290,Item D,Components,117,30,157,83.71,SUP040,2028-07-16,2028-07-23,2030-01-03,D9
ITEM00358,Item T,Materials,201,33,239,88.07,SUP075,2029-11-04,2029-11-07,2031-03-08,T7
ITEM00870,Item L,Components,93,13,148,75.05,SUP069,2039-08-28,2039-09-03,2040-09-09,L9
ITEM00376,Item L,Parts,229,78,159,7.07,SUP065,2030-03-10,2030-03-14,2031-09-26,L5
ITEM00495,Item A,Materials,247,94,199,68.08,SUP083,2032-06-20,2032-06-25,2033-08-24,A4
ITEM00418,Item B,Gadgets,489,12,90,78.29,SUP084,2030-12-29,2031-01-02,2032-07-01,B7
ITEM00662,Item L,Gadgets,461,51,247,82.98,SUP039,2035-09-02,2035-09-10,2036-11-20,L1
ITEM00561,Item O,Widgets,344,30,175,93.69,SUP010,2033-09-25,2033-09-26,2035-02-26,O0
ITEM00262,Item B,Parts,278,87,125,41.26,SUP057,2028-01-02,2028-01-06,2029-04-26,B1
ITEM00577,Item E,Gadgets,243,15,190,81.91,SUP080,2034-01-15,2034-01-17,2035-02-28,E6
ITEM00605,Item G,Parts,178,89,299,29.05,SUP037,2034-07-30,2034-08-08,2035-08-22,G4
ITEM00943,Item G,Parts,310,78,268,68.85,SUP031,2041-01-20,2041-01-29,2042-05-18,G2
ITEM00416,Item Z,Materials,59,45,127,13.86,SUP004,2030-12-15,2030-12-16,2031-12-28,Z5
ITEM00590,Item R,Widgets,5,11,68,3.92,SUP002,2034-04-16,2034-04-17,2035-09-21,R9
ITEM00142,Item L,Materials,413,70,138,97.48,SUP071,2025-09-14,2025-09-15,2027-08-10,L1
ITEM00156,Item Z,Widgets,476,42,90,91.2,SUP049,2025-12-21,2025-12-22,2027-05-11,Z5
ITEM00572,Item Z,Gadgets,148,87,108,33.38,SUP032,2033-12-11,2033-12-13,2034-12-15,Z1
ITEM00135,Item E,Parts,222,46,91,79.83,SUP023,2025-07-27,2025-07-30,2026-12-22,E4
ITEM00444,Item B,Parts,477,96,262,51.16,SUP012,2031-06-29,2031-07-06,2033-07-02,B3
ITEM00763,Item I,Materials,352,68,211,5.16,SUP015,2037-08-09,2037-08-15,2039-06-14,I2
ITEM00407,Item Q,Widgets,374,33,169,3.05,SUP073,2030-10-13,2030-10-19,2032-06-02,Q6
ITEM00399,Item I,Components,216,16,110,41.17,SUP095,2030-08-18,2030-08-25,2032-06-02,I8
ITEM00258,Item X,Materials,281,53,265,66.25,SUP036,2027-12-05,2027-12-09,2029-10-18,X7
ITEM00322,Item J,Gadgets,371,99,96,42.14,SUP062,2029-02-25,2029-03-03,2030-04-18,J1
ITEM00625,Item A,Gadgets,105,14,176,83.53,SUP041,2034-12-17,2034-12-22,2036-03-31,A4
ITEM00012,Item L,Parts,497,69,198,82.37,SUP077,2023-03-19,2023-03-24,2024-11-09,L1
ITEM00973,Item K,Materials,482,39,238,88.57,SUP074,2041-08-18,2041-08-21,2043-05-27,K2
ITEM00518,Item X,Materials,266,47,55,58.64,SUP006,2032-11-28,2032-12-02,2034-03-07,X7
ITEM00067,Item O,Gadgets,128,43,247,91.76,SUP042,2024-04-07,2024-04-13,2025-06-26,O6
ITEM00206,Item X,Parts,147,42,95,99.03,SUP044,2026-12-06,2026-12-13,2028-10-31,X5
ITEM00509,Item O,Materials,318,44,136,91.56,SUP056,2032-09-26,2032-10-02,2034-08-24,O8
ITEM00006,Item F,Gadgets,133,15,252,5.37,SUP015,2023-02-05,2023-02-13,2024-03-29,F5
ITEM00553,Item G,Gadgets,485,63,134,93.97,SUP045,2033-07-31,2033-08-04,2034-09-27,G2
ITEM00095,Item Q,Widgets,177,93,241,42.82,SUP076,2024-10-20,2024-10-29,2026-09-29,Q4
ITEM00043,Item Q,Components,431,70,245,27.35,SUP080,2023-10-22,2023-10-23,2025-02-07,Q2
ITEM00337,Item Y,Widgets,55,45,88,56.77,SUP069,2029-06-10,2029-06-15,2030-09-20,Y6
ITEM00241,Item G,Parts,202,97,270,94.96,SUP052,2027-08-08,2027-08-10,2029-01-29,G0
ITEM00243,Item I,Widgets,120,80,165,62.47,SUP040,2027-08-22,2027-08-24,2029-07-19,I2
ITEM00353,Item O,Widgets,337,24,87,59.79,SUP012,2029-09-30,2029-10-04,2031-06-05,O2
ITEM00608,Item J,Widgets,145,13,202,51.85,SUP064,2034-08-20,2034-08-22,2036-05-31,J7
ITEM00706,Item D,Components,45,33,171,25.13,SUP010,2036-07-06,2036-07-10,2037-08-24,D5
ITEM00465,Item W,Gadgets,293,25,94,95.29,SUP070,2031-11-23,2031-11-25,2033-03-02,W4
ITEM00555,Item I,Materials,380,12,226,77.46,SUP003,2033-08-14,2033-08-16,2035-07-17,I4
ITEM00419,Item C,Materials,365,82,245,71.14,SUP064,2031-01-05,2031-01-06,2032-04-27,C8
ITEM00834,Item B,Widgets,92,36,135,55.38,SUP065,2038-12-19,2038-12-21,2040-05-13,B3
ITEM00549,Item C,Widgets,140,45,173,12.59,SUP097,2033-07-03,2033-07-08,2035-01-08,C8
ITEM00009,Item I,Parts,328,35,192,7.83,SUP075,2023-02-26,2023-02-27,2024-09-27,I8
ITEM00456,Item N,Gadgets,14,78,186,70.91,SUP034,2031-09-21,2031-09-24,2033-08-16,N5
ITEM00712,Item J,Materials,426,67,244,42.06,SUP049,2036-08-17,2036-08-23,2037-12-29,J1
ITEM00260,Item Z,Gadgets,201,20,263,64.02,SUP095,2027-12-19,2027-12-24,2029-06-19,Z9
ITEM00636,Item L,Widgets,170,14,125,41.36,SUP094,2035-03-04,2035-03-12,2037-01-17,L5
ITEM00940,Item D,Widgets,160,44,228,45.84,SUP017,2040-12-30,2041-01-06,2042-03-30,D9
ITEM00151,Item U,Widgets,162,10,61,78.42,SUP051,2025-11-16,2025-11-17,2027-03-13,U0
ITEM00584,Item L,Widgets,218,40,176,70.39,SUP011,2034-03-05,2034-03-07,2035-03-12,L3
ITEM00757,Item C,Materials,222,26,98,2.32,SUP008,2037-06-28,2037-07-07,2038-10-01,C6
ITEM00895,Item K,Widgets,382,72,222,31.59,SUP020,2040-02-19,2040-02-24,2041-04-14,K4
ITEM00705,Item C,Widgets,235,60,279,17.53,SUP031,2036-06-29,2036-07-04,2038-03-23,C4
ITEM00526,Item F,Components,177,15,234,55.41,SUP066,2033-01-23,2033-01-26,2034-06-24,F5
ITEM00048,Item V,Materials,436,85,135,22.71,SUP012,2023-11-26,2023-12-04,2025-09-24,V7
ITEM00858,Item Z,Components,280,13,141,88.96,SUP081,2039-06-05,2039-06-12,2040-10-28,Z7
ITEM00015,Item O,Components,378,91,285,70.3,SUP050,2023-04-09,2023-04-11,2024-08-21,O4
ITEM00171,Item O,Widgets,54,59,261,27.46,SUP086,2026-04-05,2026-04-10,2028-03-15,O0
ITEM00781,Item A,Gadgets,270,22,124,38.07,SUP031,2037-12-13,2037-12-17,2039-06-26,A0
ITEM00898,Item N,Widgets,228,33,295,1.53,SUP028,2040-03-11,2040-03-18,2041-05-07,N7
ITEM00864,Item F,Gadgets,27,94,160,20.91,SUP011,2039-07-17,2039-07-22,2040-11-21,F3
ITEM00295,Item I,Components,313,34,212,5.56,SUP052,2028-08-20,2028-08-29,2030-04-09,I4
ITEM00998,Item J,Widgets,84,42,106,53.46,SUP057,2042-02-09,2042-02-17,2043-05-15,J7
ITEM00780,Item Z,Widgets,306,30,116,70.96,SUP038,2037-12-06,2037-12-09,2039-04-21,Z9
ITEM00588,Item P,Widgets,376,19,217,5.95,SUP070,2034-04-02,2034-04-11,2035-07-09,P7
ITEM00078,Item Z,Components,198,24,123,78.52,SUP015,2024-06-23,2024-06-28,2026-06-06,Z7
ITEM00676,Item Z,Materials,40,67,212,79.65,SUP046,2035-12-09,2035-12-18,2037-08-20,Z5
ITEM00181,Item Y,Widgets,418,17,163,33.88,SUP058,2026-06-14,2026-06-19,2028-02-09,Y0
ITEM00964,Item B,Materials,103,69,196,62.02,SUP012,2041-06-16,2041-06-22,2043-02-05,B3
ITEM00756,Item B,Parts,335,24,188,48.95,SUP020,2037-06-21,2037-06-29,2039-02-17,B5
ITEM00903,Item S,Materials,319,73,269,7.86,SUP035,2040-04-15,2040-04-21,2041-06-29,S2
ITEM00191,Item I,Gadgets,452,64,209,67.88,SUP079,2026-08-23,2026-08-29,2027-11-06,I0
ITEM00395,Item E,Materials,303,34,191,27.87,SUP082,2030-07-21,2030-07-23,2031-12-01,E4
ITEM00585,Item M,Parts,425,14,95,21.2,SUP070,2034-03-12,2034-03-18,2035-06-28,M4
ITEM00914,Item D,Widgets,277,54,164,63.67,SUP051,2040-07-01,2040-07-09,2042-05-02,D3
ITEM00483,Item O,Gadgets,16,31,100,2.96,SUP010,2032-03-28,2032-03-29,2033-05-23,O2
ITEM00578,Item F,Components,493,41,241,51.76,SUP025,2034-01-22,2034-01-25,2035-05-09,F7
ITEM00118,Item N,Parts,305,83,63,50.36,SUP069,2025-03-30,2025-04-06,2026-04-09,N7
ITEM00591,Item S,Widgets,261,20,125,36.24,SUP086,2034-04-23,2034-05-01,2035-12-14,S0
ITEM00808,Item B,Parts,285,52,84,16.71,SUP073,2038-06-20,2038-06-21,2039-12-18,B7
ITEM00439,Item W,Components,176,67,84,67.43,SUP095,2031-05-25,2031-06-03,2032-08-10,W8
ITEM00274,Item N,Components,326,37,212,36.15,SUP025,2028-03-26,2028-03-28,2029-11-28,N3
ITEM00923,Item M,Materials,32,56,232,83.45,SUP053,2040-09-02,2040-09-04,2042-07-31,M2
ITEM00733,Item E,Components,113,88,233,77.53,SUP080,2037-01-11,2037-01-17,2038-02-11,E2
ITEM00850,Item R,Parts,422,29,285,78.88,SUP074,2039-04-10,2039-04-19,2040-04-29,R9
ITEM00136,Item F,Parts,166,58,293,75.65,SUP022,2025-08-03,2025-08-07,2026-11-25,F5
ITEM00123,Item S,Materials,424,29,107,63.81,SUP090,2025-05-04,2025-05-06,2026-09-19,S2
ITEM00194,Item L,Gadgets,469,83,156,61.01,SUP077,2026-09-13,2026-09-20,2027-12-27,L3
ITEM00828,Item V,Components,27,13,214,58.88,SUP022,2038-11-07,2038-11-08,2040-03-05,V7
ITEM00331,Item S,Parts,187,72,95,95.68,SUP039,2029-04-29,2029-04-30,2030-04-30,S0
ITEM00836,Item D,Components,21,50,172,64.04,SUP001,2039-01-02,2039-01-04,2040-09-16,D5
ITEM00933,Item W,Gadgets,179,12,204,55.91,SUP044,2040-11-11,2040-11-20,2042-09-04,W2
ITEM00059,Item G,Components,294,69,218,64.07,SUP099,2024-02-11,2024-02-18,2025-03-16,G8
ITEM00594,Item V,Gadgets,215,65,238,91.21,SUP079,2034-05-14,2034-05-19,2035-08-23,V3
ITEM00718,Item P,Gadgets,39,16,112,21.16,SUP085,2036-09-28,2036-10-03,2038-04-20,P7
