SaleID,CustomerID,SaleDate,SaleAmount,ProductID,QuantitySold,UnitPrice,TotalValue,PaymentMethod,SaleStatus,Customer ID,Invoice Date,Invoice Amount,Due Date,Payment Date,Payment Amount,Payment Terms,Invoice Status,TransactionID,TransactionDate,TransactionType,Amount,Category,Description
SALE00270,CUST050,2023-09-27,173446,PROD0493,154,65.42,10074.68,Credit Card,Completed,CUST050,2023-08-28 11:57:50,78683.42,2023-08-10 07:49:58,2023-08-24 11:03:20,81790.71,Net 30,Outstanding,TXN00270,2023-09-27,Cash Inflow,178066,Investing Activities,Transaction 270
SALE00271,CUST071,2023-09-28,48370,PROD0087,150,399.8,59970.0,Bank Transfer,Completed,CUST071,2023-07-21 20:43:43,47666.2,2023-12-14 14:25:57,2023-11-06 02:22:59,52730.51,Net 60,Outstanding,TXN00271,2023-09-28,Cash Outflow,7350,Investing Activities,Transaction 271
SALE00272,CUST058,2023-09-29,161205,PROD0142,264,460.15,121479.6,Credit Card,Completed,CUST058,2023-08-17 03:52:26,52585.6,2023-09-08 05:44:04,2023-08-14 17:53:57,51930.979999999996,Net 90,Outstanding,TXN00272,2023-09-29,Cash Outflow,117271,Operating Activities,Transaction 272
SALE00273,CUST034,2023-09-30,111816,PROD0317,304,304.3,92507.2,Bank Transfer,Pending,CUST034,2023-10-28 11:46:14,41125.86,2023-10-02 05:30:24,2023-07-08 00:01:01,44087.16,Net 60,Paid,TXN00273,2023-09-30,Cash Outflow,19264,Operating Activities,Transaction 273
SALE00274,CUST020,2023-10-01,8586,PROD0199,315,471.03,148374.44999999998,Cash,Pending,CUST020,2023-10-11 22:27:57,52941.2,2023-12-13 10:14:23,2023-11-16 19:25:01,36576.92,Net 30,Paid,TXN00274,2023-10-01,Cash Outflow,81603,Investing Activities,Transaction 274
SALE00275,CUST050,2023-10-02,115696,PROD0046,420,415.15,174363.0,Credit Card,Pending,CUST050,2023-08-28 11:57:50,78683.42,2023-08-10 07:49:58,2023-08-24 11:03:20,81790.71,Net 30,Outstanding,TXN00275,2023-10-02,Cash Inflow,56420,Financing Activities,Transaction 275
SALE00276,CUST088,2023-10-03,107190,PROD0288,558,336.82,187945.56,Credit Card,Completed,CUST088,2023-11-07 17:40:46,93185.69,2023-08-10 22:09:08,2023-08-29 06:24:06,80130.38,Net 90,Paid,TXN00276,2023-10-03,Cash Outflow,103608,Operating Activities,Transaction 276
SALE00277,CUST010,2023-10-04,74920,PROD0015,490,292.82,143481.8,Cash,Pending,CUST010,2023-09-01 22:54:21,55289.66,2023-04-25 17:19:03,2023-01-30 05:16:10,65133.63,Net 60,Paid,TXN00277,2023-10-04,Cash Inflow,195190,Financing Activities,Transaction 277
SALE00278,CUST032,2023-10-05,99420,PROD0044,75,180.8,13560.0,Credit Card,Pending,CUST032,2023-03-30 14:38:34,80815.27,2023-06-28 23:06:09,2023-01-06 21:43:05,88414.34,Net 30,Outstanding,TXN00278,2023-10-05,Cash Outflow,129930,Financing Activities,Transaction 278
SALE00279,CUST052,2023-10-06,94128,PROD0401,352,88.05,30993.6,Bank Transfer,Pending,CUST052,2023-07-28 12:28:10,55221.17,2023-04-17 23:36:57,2023-03-09 14:28:10,54755.14,Net 90,Outstanding,TXN00279,2023-10-06,Cash Inflow,155552,Investing Activities,Transaction 279
SALE00280,CUST015,2023-10-07,112392,PROD0169,112,306.43,34320.16,Bank Transfer,Completed,CUST015,2023-09-21 14:25:48,28619.02,2023-01-31 06:42:02,2023-09-15 13:10:27,55478.62,Net 60,Outstanding,TXN00280,2023-10-07,Cash Outflow,47320,Investing Activities,Transaction 280
SALE00281,CUST084,2023-10-08,37443,PROD0310,77,165.87,12771.99,Credit Card,Completed,CUST084,2023-04-11 07:27:54,38249.73,2023-05-13 16:01:19,2023-02-21 04:00:22,47072.64,Net 60,Paid,TXN00281,2023-10-08,Cash Outflow,27237,Investing Activities,Transaction 281
SALE00282,CUST003,2023-10-09,79080,PROD0495,135,434.55,58664.25,Bank Transfer,Pending,CUST003,2023-07-25 17:05:46,86558.03,2023-08-12 17:20:21,2023-08-27 23:34:27,89401.25,Net 90,Paid,TXN00282,2023-10-09,Cash Outflow,174855,Investing Activities,Transaction 282
SALE00283,CUST037,2023-10-10,12649,PROD0044,238,496.74,118224.12,Credit Card,Pending,CUST037,2023-01-09 10:59:34,39262.39,2023-01-18 11:01:02,2023-12-05 18:25:39,38088.11,Net 60,Paid,TXN00283,2023-10-10,Cash Outflow,45157,Operating Activities,Transaction 283
SALE00284,CUST040,2023-10-11,99621,PROD0098,108,378.69,40898.52,Cash,Completed,CUST040,2023-08-01 19:45:29,42503.47,2023-08-19 11:41:51,2023-10-18 19:10:53,41455.94,Net 30,Outstanding,TXN00284,2023-10-11,Cash Inflow,76563,Operating Activities,Transaction 284
SALE00285,CUST072,2023-10-12,64801,PROD0261,385,54.34,20920.9,Credit Card,Completed,CUST072,2023-06-16 00:32:31,59480.26,2023-12-21 18:00:26,2023-05-12 16:51:40,48962.630000000005,Net 30,Outstanding,TXN00285,2023-10-12,Cash Outflow,105204,Investing Activities,Transaction 285
SALE00286,CUST040,2023-10-13,90225,PROD0109,315,151.46,47709.9,Cash,Pending,CUST040,2023-08-01 19:45:29,42503.47,2023-08-19 11:41:51,2023-10-18 19:10:53,41455.94,Net 30,Outstanding,TXN00286,2023-10-13,Cash Inflow,144216,Operating Activities,Transaction 286
SALE00287,CUST056,2023-10-14,39445,PROD0283,7,63.46,444.22,Bank Transfer,Completed,CUST056,2023-02-01 13:42:32,45588.270000000004,2023-06-03 18:13:08,2023-01-31 15:30:04,45956.3,Net 90,Paid,TXN00287,2023-10-14,Cash Inflow,138474,Investing Activities,Transaction 287
SALE00288,CUST023,2023-10-15,161502,PROD0372,440,328.75,144650.0,Cash,Pending,CUST023,2023-09-15 02:41:16,61594.92,2023-11-23 06:02:33,2023-12-16 04:06:27,46022.24,Net 90,Outstanding,TXN00288,2023-10-15,Cash Inflow,6347,Financing Activities,Transaction 288
SALE00289,CUST011,2023-10-16,40248,PROD0343,176,384.94,67749.44,Bank Transfer,Completed,CUST011,2023-07-22 05:12:44,38055.71,2023-02-25 05:52:24,2023-05-25 02:32:13,31996.71,Net 60,Paid,TXN00289,2023-10-16,Cash Inflow,64616,Financing Activities,Transaction 289
SALE00290,CUST064,2023-10-17,32490,PROD0104,261,463.58,120994.38,Credit Card,Pending,CUST064,2023-10-25 09:53:58,51270.67,2023-08-26 12:15:47,2023-11-30 07:25:59,45600.7,Net 60,Paid,TXN00290,2023-10-17,Cash Outflow,157356,Financing Activities,Transaction 290
SALE00291,CUST008,2023-10-18,3926,PROD0256,104,224.7,23368.8,Bank Transfer,Pending,CUST008,2023-09-15 21:15:38,78145.97,2023-07-07 18:46:06,2023-08-07 23:03:40,68514.32,Net 60,Paid,TXN00291,2023-10-18,Cash Inflow,189280,Investing Activities,Transaction 291
SALE00292,CUST093,2023-10-19,80829,PROD0379,77,451.67,34778.59,Credit Card,Completed,CUST093,2023-11-06 13:05:24,32409.46,2023-10-06 12:44:33,2023-07-21 14:34:53,37029.52,Net 60,Paid,TXN00292,2023-10-19,Cash Inflow,125643,Financing Activities,Transaction 292
SALE00293,CUST094,2023-10-20,56134,PROD0206,533,440.17,234610.61000000002,Credit Card,Pending,CUST094,2023-06-05 06:35:14,76021.94,2023-03-16 19:11:06,2023-05-02 04:23:12,78405.37,Net 60,Outstanding,TXN00293,2023-10-20,Cash Inflow,247260,Operating Activities,Transaction 293
SALE00294,CUST056,2023-10-21,89516,PROD0335,259,165.43,42846.369999999995,Cash,Pending,CUST056,2023-02-01 13:42:32,45588.270000000004,2023-06-03 18:13:08,2023-01-31 15:30:04,45956.3,Net 90,Paid,TXN00294,2023-10-21,Cash Outflow,77245,Financing Activities,Transaction 294
SALE00295,CUST060,2023-10-22,81522,PROD0043,126,435.76,54905.759999999995,Cash,Pending,CUST060,2023-08-27 02:09:23,52121.03,2023-03-24 06:13:01,2023-01-11 04:41:03,56456.240000000005,Net 30,Paid,TXN00295,2023-10-22,Cash Outflow,90090,Financing Activities,Transaction 295
SALE00296,CUST010,2023-10-23,44890,PROD0353,300,194.08,58224.00000000001,Cash,Completed,CUST010,2023-09-01 22:54:21,55289.66,2023-04-25 17:19:03,2023-01-30 05:16:10,65133.63,Net 60,Paid,TXN00296,2023-10-23,Cash Outflow,74430,Financing Activities,Transaction 296
SALE00297,CUST039,2023-10-24,16989,PROD0245,245,155.47,38090.15,Cash,Completed,CUST039,2023-07-28 00:44:57,41147.87,2023-12-27 04:41:22,2023-03-29 06:45:24,33423.07,Net 30,Paid,TXN00297,2023-10-24,Cash Outflow,87178,Operating Activities,Transaction 297
SALE00298,CUST028,2023-10-25,89144,PROD0287,231,328.05,75779.55,Bank Transfer,Completed,CUST028,2023-09-12 17:54:08,40126.62,2023-01-11 07:09:55,2023-06-23 11:32:02,49207.75,Net 60,Outstanding,TXN00298,2023-10-25,Cash Inflow,91344,Investing Activities,Transaction 298
SALE00299,CUST049,2023-10-26,42434,PROD0355,518,170.91,88531.38,Bank Transfer,Pending,CUST049,2023-04-10 01:21:55,96116.34,2023-03-08 15:10:28,2023-12-02 18:38:42,74290.45999999999,Net 30,Paid,TXN00299,2023-10-26,Cash Inflow,98910,Operating Activities,Transaction 299
SALE00300,CUST036,2023-10-27,110278,PROD0273,70,318.8,22316.0,Bank Transfer,Completed,CUST036,2023-11-28 22:30:08,73662.28,2023-03-16 23:30:59,2023-03-16 20:35:46,78530.96,Net 90,Paid,TXN00300,2023-10-27,Cash Outflow,90776,Investing Activities,Transaction 300
SALE00301,CUST013,2023-10-28,1782,PROD0476,114,308.82,35205.479999999996,Credit Card,Pending,CUST013,2023-06-29 03:39:26,28898.899999999998,2023-08-18 21:42:43,2023-05-31 08:53:46,27185.260000000002,Net 90,Paid,TXN00301,2023-10-28,Cash Inflow,31020,Investing Activities,Transaction 301
SALE00302,CUST096,2023-10-29,122825,PROD0083,238,286.09,68089.42,Bank Transfer,Pending,CUST096,2023-02-02 14:29:12,98274.66,2023-05-11 17:02:36,2023-04-10 11:27:35,96684.33,Net 60,Paid,TXN00302,2023-10-29,Cash Inflow,324258,Financing Activities,Transaction 302
SALE00303,CUST036,2023-10-30,28420,PROD0110,364,196.41,71493.23999999999,Bank Transfer,Completed,CUST036,2023-11-28 22:30:08,73662.28,2023-03-16 23:30:59,2023-03-16 20:35:46,78530.96,Net 90,Paid,TXN00303,2023-10-30,Cash Inflow,135576,Investing Activities,Transaction 303
SALE00304,CUST026,2023-10-31,59370,PROD0438,20,278.76,5575.2,Bank Transfer,Completed,CUST026,2023-07-13 08:56:07,29102.75,2023-11-17 19:12:54,2023-03-21 12:46:58,35738.69,Net 30,Paid,TXN00304,2023-10-31,Cash Outflow,97980,Operating Activities,Transaction 304
SALE00305,CUST086,2023-11-01,57483,PROD0190,225,302.28,68012.99999999999,Cash,Pending,CUST086,2023-08-18 17:07:05,48014.74,2023-01-15 18:13:25,2023-04-14 05:19:02,47511.53,Net 90,Outstanding,TXN00305,2023-11-01,Cash Outflow,24228,Operating Activities,Transaction 305
SALE00306,CUST004,2023-11-02,124600,PROD0471,630,277.39,174755.69999999998,Bank Transfer,Pending,CUST004,2023-05-22 06:06:13,91738.51,2023-02-28 20:37:09,2023-04-08 15:53:46,71592.7,Net 30,Paid,TXN00306,2023-11-02,Cash Inflow,24472,Investing Activities,Transaction 306
SALE00307,CUST095,2023-11-03,127204,PROD0288,462,227.77,105229.74,Credit Card,Completed,CUST095,2023-06-23 14:39:08,49389.65,2023-12-12 22:55:15,2023-09-30 08:42:39,69434.77,Net 30,Outstanding,TXN00307,2023-11-03,Cash Outflow,129206,Financing Activities,Transaction 307
SALE00308,CUST082,2023-11-04,84951,PROD0424,225,17.19,3867.7500000000005,Cash,Completed,CUST082,2023-09-09 12:22:19,51399.909999999996,2023-08-17 23:20:54,2023-09-18 21:02:16,48670.06,Net 90,Outstanding,TXN00308,2023-11-04,Cash Outflow,119610,Financing Activities,Transaction 308
SALE00309,CUST064,2023-11-05,39438,PROD0397,162,297.66,48220.92,Credit Card,Completed,CUST064,2023-10-25 09:53:58,51270.67,2023-08-26 12:15:47,2023-11-30 07:25:59,45600.7,Net 60,Paid,TXN00309,2023-11-05,Cash Outflow,169929,Operating Activities,Transaction 309
SALE00310,CUST038,2023-11-06,175335,PROD0251,600,92.54,55524.0,Bank Transfer,Pending,CUST038,2023-08-17 08:05:56,77342.49,2023-04-26 12:38:49,2023-08-09 22:21:56,80071.72,Net 30,Outstanding,TXN00310,2023-11-06,Cash Outflow,62805,Financing Activities,Transaction 310
SALE00311,CUST088,2023-11-07,46998,PROD0212,144,324.86,46779.840000000004,Cash,Pending,CUST088,2023-11-07 17:40:46,93185.69,2023-08-10 22:09:08,2023-08-29 06:24:06,80130.38,Net 90,Paid,TXN00311,2023-11-07,Cash Outflow,81324,Investing Activities,Transaction 311
SALE00312,CUST087,2023-11-08,100860,PROD0291,390,382.08,149011.2,Credit Card,Pending,CUST087,2023-01-26 16:41:04,41904.55,2023-10-30 00:56:54,2023-09-15 08:45:16,51831.380000000005,Net 30,Paid,TXN00312,2023-11-08,Cash Inflow,118020,Investing Activities,Transaction 312
SALE00313,CUST022,2023-11-09,6072,PROD0133,320,255.22,81670.4,Bank Transfer,Pending,CUST022,2023-02-07 15:35:30,45090.32,2023-04-15 13:43:15,2023-06-02 18:48:59,47396.95,Net 90,Paid,TXN00313,2023-11-09,Cash Outflow,19760,Operating Activities,Transaction 313
SALE00314,CUST002,2023-11-10,20377,PROD0201,98,275.76,27024.48,Credit Card,Pending,CUST002,2023-03-20 10:16:17,43494.44,2023-05-23 04:07:55,2023-01-08 00:56:00,36240.490000000005,Net 30,Outstanding,TXN00314,2023-11-10,Cash Inflow,62223,Investing Activities,Transaction 314
SALE00315,CUST031,2023-11-11,71980,PROD0285,320,476.22,152390.40000000002,Credit Card,Completed,CUST031,2023-03-29 07:03:38,53154.81,2023-10-11 05:13:11,2023-05-25 08:46:44,42778.22,Net 90,Outstanding,TXN00315,2023-11-11,Cash Inflow,180860,Operating Activities,Transaction 315
SALE00316,CUST011,2023-11-12,114744,PROD0326,304,425.11,129233.44,Credit Card,Completed,CUST011,2023-07-22 05:12:44,38055.71,2023-02-25 05:52:24,2023-05-25 02:32:13,31996.71,Net 60,Paid,TXN00316,2023-11-12,Cash Outflow,126992,Investing Activities,Transaction 316
SALE00317,CUST092,2023-11-13,93044,PROD0409,462,457.98,211586.76,Bank Transfer,Pending,CUST092,2023-09-29 22:39:39,69445.38,2023-06-04 00:42:13,2023-03-10 13:37:26,75222.46,Net 30,Outstanding,TXN00317,2023-11-13,Cash Inflow,88032,Operating Activities,Transaction 317
SALE00318,CUST046,2023-11-14,67627,PROD0095,161,408.75,65808.75,Bank Transfer,Pending,CUST046,2023-09-06 13:39:00,26529.85,2023-12-20 19:02:13,2023-12-07 18:58:07,30986.059999999998,Net 90,Outstanding,TXN00318,2023-11-14,Cash Inflow,41356,Financing Activities,Transaction 318
SALE00319,CUST096,2023-11-15,35462,PROD0278,255,63.37,16159.349999999999,Credit Card,Completed,CUST096,2023-02-02 14:29:12,98274.66,2023-05-11 17:02:36,2023-04-10 11:27:35,96684.33,Net 60,Paid,TXN00319,2023-11-15,Cash Inflow,169082,Investing Activities,Transaction 319
SALE00320,CUST062,2023-11-16,153142,PROD0450,363,83.01,30132.630000000005,Cash,Completed,CUST062,2023-11-18 10:27:54,61982.12,2023-06-11 20:16:32,2023-01-08 17:20:24,59561.68,Net 30,Paid,TXN00320,2023-11-16,Cash Outflow,15642,Investing Activities,Transaction 320
SALE00321,CUST069,2023-11-17,92818,PROD0429,275,268.05,73713.75,Cash,Completed,CUST069,2023-06-24 00:08:38,68326.20999999999,2023-11-21 23:07:04,2023-06-04 10:01:55,60165.27,Net 90,Outstanding,TXN00321,2023-11-17,Cash Outflow,10109,Operating Activities,Transaction 321
SALE00322,CUST064,2023-11-18,103599,PROD0325,153,130.57,19977.21,Bank Transfer,Completed,CUST064,2023-10-25 09:53:58,51270.67,2023-08-26 12:15:47,2023-11-30 07:25:59,45600.7,Net 60,Paid,TXN00322,2023-11-18,Cash Inflow,171792,Operating Activities,Transaction 322
SALE00323,CUST010,2023-11-19,30110,PROD0219,330,243.58,80381.40000000001,Bank Transfer,Pending,CUST010,2023-09-01 22:54:21,55289.66,2023-04-25 17:19:03,2023-01-30 05:16:10,65133.63,Net 60,Paid,TXN00323,2023-11-19,Cash Outflow,112890,Investing Activities,Transaction 323
SALE00324,CUST040,2023-11-20,16506,PROD0089,423,203.24,85970.52,Bank Transfer,Completed,CUST040,2023-08-01 19:45:29,42503.47,2023-08-19 11:41:51,2023-10-18 19:10:53,41455.94,Net 30,Outstanding,TXN00324,2023-11-20,Cash Outflow,14580,Operating Activities,Transaction 324
SALE00325,CUST024,2023-11-21,19430,PROD0072,20,279.21,5584.2,Bank Transfer,Pending,CUST024,2023-05-01 20:29:19,45218.61,2023-06-15 07:02:51,2023-03-31 23:25:23,41994.729999999996,Net 30,Paid,TXN00325,2023-11-21,Cash Outflow,117600,Investing Activities,Transaction 325
SALE00326,CUST099,2023-11-22,79020,PROD0247,126,375.97,47372.22,Bank Transfer,Completed,CUST099,2023-11-10 21:02:27,46714.51,2023-03-12 12:25:29,2023-07-25 19:15:45,35951.49,Net 60,Paid,TXN00326,2023-11-22,Cash Outflow,160506,Financing Activities,Transaction 326
SALE00327,CUST044,2023-11-23,18456,PROD0129,240,360.59,86541.6,Cash,Completed,CUST044,2023-12-11 11:24:07,17892.84,2023-09-29 16:08:30,2023-09-10 09:54:40,23899.73,Net 30,Outstanding,TXN00327,2023-11-23,Cash Inflow,17016,Operating Activities,Transaction 327
SALE00328,CUST060,2023-11-24,18531,PROD0212,360,265.4,95544.0,Bank Transfer,Completed,CUST060,2023-08-27 02:09:23,52121.03,2023-03-24 06:13:01,2023-01-11 04:41:03,56456.240000000005,Net 30,Paid,TXN00328,2023-11-24,Cash Inflow,52857,Investing Activities,Transaction 328
SALE00329,CUST062,2023-11-25,64449,PROD0428,429,412.97,177164.13,Credit Card,Pending,CUST062,2023-11-18 10:27:54,61982.12,2023-06-11 20:16:32,2023-01-08 17:20:24,59561.68,Net 30,Paid,TXN00329,2023-11-25,Cash Outflow,30173,Financing Activities,Transaction 329
SALE00330,CUST087,2023-11-26,67940,PROD0343,60,221.12,13267.2,Credit Card,Pending,CUST087,2023-01-26 16:41:04,41904.55,2023-10-30 00:56:54,2023-09-15 08:45:16,51831.380000000005,Net 30,Paid,TXN00330,2023-11-26,Cash Outflow,195290,Financing Activities,Transaction 330
SALE00331,CUST017,2023-11-27,19880,PROD0096,48,449.39,21570.72,Cash,Completed,CUST017,2023-05-21 10:43:25,25929.02,2023-05-21 06:18:32,2023-08-25 20:10:52,46118.259999999995,Net 90,Paid,TXN00331,2023-11-27,Cash Inflow,40896,Investing Activities,Transaction 331
SALE00332,CUST065,2023-11-28,112110,PROD0075,30,44.93,1347.8999999999999,Credit Card,Pending,CUST065,2023-03-10 15:41:52,69728.94,2023-11-20 12:18:52,2023-12-12 13:24:04,54555.14,Net 30,Outstanding,TXN00332,2023-11-28,Cash Inflow,144460,Operating Activities,Transaction 332
SALE00333,CUST095,2023-11-29,53196,PROD0423,77,477.78,36789.06,Cash,Pending,CUST095,2023-06-23 14:39:08,49389.65,2023-12-12 22:55:15,2023-09-30 08:42:39,69434.77,Net 30,Outstanding,TXN00333,2023-11-29,Cash Outflow,206239,Investing Activities,Transaction 333
SALE00334,CUST095,2023-11-30,20922,PROD0495,88,330.8,29110.4,Cash,Completed,CUST095,2023-06-23 14:39:08,49389.65,2023-12-12 22:55:15,2023-09-30 08:42:39,69434.77,Net 30,Outstanding,TXN00334,2023-11-30,Cash Inflow,127644,Financing Activities,Transaction 334
SALE00335,CUST057,2023-12-01,107315,PROD0054,546,196.24,107147.04,Credit Card,Completed,CUST057,2023-08-23 11:02:48,88660.8,2023-04-24 03:12:10,2023-08-19 14:33:07,83519.11,Net 90,Outstanding,TXN00335,2023-12-01,Cash Outflow,181077,Investing Activities,Transaction 335
SALE00336,CUST055,2023-12-02,49320,PROD0344,90,106.61,9594.900000000001,Bank Transfer,Pending,CUST055,2023-09-24 14:32:58,33874.47,2023-09-18 00:54:02,2023-06-02 18:39:54,38541.82,Net 30,Outstanding,TXN00336,2023-12-02,Cash Outflow,41226,Operating Activities,Transaction 336
SALE00337,CUST053,2023-12-03,67160,PROD0459,470,244.8,115056.0,Credit Card,Pending,CUST053,2023-08-10 20:28:43,62128.03,2023-02-01 19:11:25,2023-05-31 11:24:48,50952.21,Net 60,Outstanding,TXN00337,2023-12-03,Cash Inflow,68590,Financing Activities,Transaction 337
SALE00338,CUST056,2023-12-04,100499,PROD0413,203,105.33,21381.99,Credit Card,Pending,CUST056,2023-02-01 13:42:32,45588.270000000004,2023-06-03 18:13:08,2023-01-31 15:30:04,45956.3,Net 90,Paid,TXN00338,2023-12-04,Cash Inflow,58541,Investing Activities,Transaction 338
SALE00339,CUST098,2023-12-05,145860,PROD0054,330,91.5,30195.0,Cash,Completed,CUST098,2023-11-16 15:47:26,58698.02,2023-03-23 02:09:46,2023-07-21 04:36:39,49404.41,Net 30,Outstanding,TXN00339,2023-12-05,Cash Outflow,37280,Operating Activities,Transaction 339
SALE00340,CUST009,2023-12-06,56340,PROD0218,300,312.5,93750.0,Credit Card,Completed,CUST009,2023-04-10 03:17:00,55430.15,2023-08-09 10:39:43,2023-09-28 11:08:59,51703.56,Net 90,Outstanding,TXN00340,2023-12-06,Cash Outflow,148820,Financing Activities,Transaction 340
SALE00341,CUST022,2023-12-07,33288,PROD0016,312,266.31,83088.72,Cash,Pending,CUST022,2023-02-07 15:35:30,45090.32,2023-04-15 13:43:15,2023-06-02 18:48:59,47396.95,Net 90,Paid,TXN00341,2023-12-07,Cash Inflow,154040,Operating Activities,Transaction 341
SALE00342,CUST013,2023-12-08,69966,PROD0099,162,338.35,54812.700000000004,Bank Transfer,Completed,CUST013,2023-06-29 03:39:26,28898.899999999998,2023-08-18 21:42:43,2023-05-31 08:53:46,27185.260000000002,Net 90,Paid,TXN00342,2023-12-08,Cash Outflow,20346,Financing Activities,Transaction 342
SALE00343,CUST089,2023-12-09,84132,PROD0020,216,465.51,100550.16,Bank Transfer,Completed,CUST089,2023-11-25 10:09:36,42695.1,2023-02-14 03:33:38,2023-10-06 14:12:42,24343.09,Net 60,Outstanding,TXN00343,2023-12-09,Cash Inflow,25536,Investing Activities,Transaction 343
SALE00344,CUST048,2023-12-10,3982,PROD0046,319,270.81,86388.39,Bank Transfer,Pending,CUST048,2023-04-02 00:55:22,60478.92,2023-03-03 17:41:53,2023-08-19 10:01:29,56313.81,Net 30,Paid,TXN00344,2023-12-10,Cash Outflow,178970,Operating Activities,Transaction 344
SALE00345,CUST018,2023-12-11,155925,PROD0451,418,294.66,123167.88000000002,Credit Card,Pending,CUST018,2023-12-18 18:13:51,55292.41,2023-10-19 10:12:28,2023-07-23 13:36:57,58203.32,Net 30,Outstanding,TXN00345,2023-12-11,Cash Inflow,186758,Financing Activities,Transaction 345
SALE00346,CUST076,2023-12-12,63870,PROD0193,330,53.92,17793.6,Cash,Completed,CUST076,2023-04-29 13:29:05,61813.47,2023-10-20 17:00:23,2023-06-02 09:04:45,57332.7,Net 90,Outstanding,TXN00346,2023-12-12,Cash Inflow,31740,Operating Activities,Transaction 346
SALE00347,CUST040,2023-12-13,133029,PROD0383,333,361.64,120426.12,Bank Transfer,Completed,CUST040,2023-08-01 19:45:29,42503.47,2023-08-19 11:41:51,2023-10-18 19:10:53,41455.94,Net 30,Outstanding,TXN00347,2023-12-13,Cash Inflow,66582,Operating Activities,Transaction 347
SALE00348,CUST017,2023-12-14,71320,PROD0058,216,205.95,44485.2,Cash,Pending,CUST017,2023-05-21 10:43:25,25929.02,2023-05-21 06:18:32,2023-08-25 20:10:52,46118.259999999995,Net 90,Paid,TXN00348,2023-12-14,Cash Outflow,85176,Investing Activities,Transaction 348
SALE00349,CUST015,2023-12-15,74464,PROD0437,264,488.6,128990.4,Cash,Completed,CUST015,2023-09-21 14:25:48,28619.02,2023-01-31 06:42:02,2023-09-15 13:10:27,55478.62,Net 60,Outstanding,TXN00349,2023-12-15,Cash Outflow,10344,Operating Activities,Transaction 349
SALE00350,CUST015,2023-12-16,95480,PROD0111,32,413.36,13227.52,Bank Transfer,Completed,CUST015,2023-09-21 14:25:48,28619.02,2023-01-31 06:42:02,2023-09-15 13:10:27,55478.62,Net 60,Outstanding,TXN00350,2023-12-16,Cash Inflow,20928,Financing Activities,Transaction 350
SALE00351,CUST079,2023-12-17,79608,PROD0129,132,266.02,35114.64,Bank Transfer,Pending,CUST079,2023-09-11 04:17:06,26711.420000000002,2023-07-19 22:43:21,2023-01-24 01:12:20,20850.58,Net 60,Paid,TXN00351,2023-12-17,Cash Outflow,37674,Financing Activities,Transaction 351
SALE00352,CUST063,2023-12-18,12894,PROD0337,12,70.38,844.56,Cash,Pending,CUST063,2023-06-25 09:47:07,18569.989999999998,2023-09-13 01:44:46,2023-07-06 07:21:31,27450.88,Net 30,Paid,TXN00352,2023-12-18,Cash Inflow,76788,Financing Activities,Transaction 352
SALE00353,CUST039,2023-12-19,38661,PROD0194,70,431.11,30177.700000000004,Bank Transfer,Completed,CUST039,2023-07-28 00:44:57,41147.87,2023-12-27 04:41:22,2023-03-29 06:45:24,33423.07,Net 30,Paid,TXN00353,2023-12-19,Cash Inflow,102571,Financing Activities,Transaction 353
SALE00354,CUST013,2023-12-20,88134,PROD0413,30,401.89,12056.7,Cash,Completed,CUST013,2023-06-29 03:39:26,28898.899999999998,2023-08-18 21:42:43,2023-05-31 08:53:46,27185.260000000002,Net 90,Paid,TXN00354,2023-12-20,Cash Outflow,69666,Investing Activities,Transaction 354
SALE00355,CUST081,2023-12-21,132165,PROD0340,110,100.45,11049.5,Cash,Completed,CUST081,2023-12-30 17:33:00,58854.659999999996,2023-01-07 09:44:16,2023-03-19 17:50:26,65939.7,Net 90,Outstanding,TXN00355,2023-12-21,Cash Outflow,124179,Operating Activities,Transaction 355
SALE00356,CUST032,2023-12-22,69720,PROD0326,495,154.69,76571.55,Bank Transfer,Pending,CUST032,2023-03-30 14:38:34,80815.27,2023-06-28 23:06:09,2023-01-06 21:43:05,88414.34,Net 30,Outstanding,TXN00356,2023-12-22,Cash Inflow,178455,Investing Activities,Transaction 356
SALE00357,CUST009,2023-12-23,32080,PROD0008,380,398.77,151532.59999999998,Credit Card,Completed,CUST009,2023-04-10 03:17:00,55430.15,2023-08-09 10:39:43,2023-09-28 11:08:59,51703.56,Net 90,Outstanding,TXN00357,2023-12-23,Cash Outflow,134990,Operating Activities,Transaction 357
SALE00358,CUST040,2023-12-24,122139,PROD0029,117,100.76,11788.920000000002,Bank Transfer,Completed,CUST040,2023-08-01 19:45:29,42503.47,2023-08-19 11:41:51,2023-10-18 19:10:53,41455.94,Net 30,Outstanding,TXN00358,2023-12-24,Cash Outflow,11826,Operating Activities,Transaction 358
SALE00359,CUST020,2023-12-25,111438,PROD0112,279,459.7,128256.3,Credit Card,Pending,CUST020,2023-10-11 22:27:57,52941.2,2023-12-13 10:14:23,2023-11-16 19:25:01,36576.92,Net 30,Paid,TXN00359,2023-12-25,Cash Inflow,155061,Operating Activities,Transaction 359
SALE00360,CUST090,2023-12-26,72580,PROD0435,470,218.02,102469.40000000001,Cash,Pending,CUST090,2023-07-01 12:04:04,63180.81,2023-07-13 08:03:55,2023-06-21 12:18:12,51508.06,Net 90,Outstanding,TXN00360,2023-12-26,Cash Inflow,110410,Investing Activities,Transaction 360
